hhld_num,pers_num,trip_num,trip_purp,start_time,mode_prime,purp_orig,purp_dest,trip_km,trip_man_km,car_pool,region_orig,waterzn_orig,region_dest,waterzn_dest,expf
295812,1,2,1,1640,D,W,H,86,115,1,1,0,12,122142,12.05
340955,2,2,4,1530,D,M,M,11,16,2,12,120906,12,121137,9.48
340955,2,3,3,1550,D,M,H,1,1,2,12,121137,12,120071,9.48
239443,3,1,2,815,W,H,S,0,1,0,12,120346,12,120346,19.63
340958,2,1,1,740,D,H,W,8,11,1,12,120074,12,121148,12.39
326833,2,1,3,900,P,H,O,96,118,0,12,121413,1,0,12.11
239443,1,1,3,700,D,H,F,77,93,1,12,120346,4,0,19.63
217156,1,2,1,1345,D,W,H,92,124,1,1,0,12,121458,26.59
303982,2,3,4,1730,D,M,F,88,106,2,1,0,12,120258,16.16
458674,3,4,3,1620,W,S,H,0,0,0,12,121090,12,121090,21.09
312063,1,1,1,930,D,W,H,57,72,1,4,0,12,121954,18.88
714502,2,2,1,1910,D,W,H,49,52,1,5,0,12,122036,26.21
739938,2,2,1,1430,D,W,H,90,113,1,1,0,12,122066,28.9
320776,1,2,1,1500,D,W,H,83,107,1,1,0,12,121415,36.28
753691,1,2,1,1845,G,W,H,92,113,0,1,0,12,121247,18.17
239524,1,1,1,630,D,H,W,3,4,1,12,121575,12,122107,10.68
239524,1,2,1,1600,D,W,H,3,4,1,12,122107,12,121575,10.68
886850,2,3,4,1300,D,W,R,53,74,1,6,0,12,120964,18.04
225734,1,2,3,1600,D,O,H,86,108,1,1,0,12,121799,7.09
338162,1,2,1,1430,P,W,H,90,110,0,1,0,12,122047,14.47
343899,1,2,1,1600,J,W,H,96,115,0,1,0,12,121397,6.04
343927,1,3,3,2315,D,O,H,97,120,2,1,0,12,122095,15.34
343927,3,4,3,2315,P,O,H,97,120,0,1,0,12,122095,15.34
355981,2,1,3,1400,D,O,H,92,112,5,1,0,12,122051,30.3
4481234,2,4,3,1930,D,F,H,92,129,1,3,0,12,121492,15.48
363103,1,3,3,1200,D,M,H,31,36,1,6,0,12,121733,12.16
100295,2,2,1,1835,D,W,H,82,107,1,1,0,12,121187,39.81
239627,1,3,3,1000,D,H,O,5,7,1,12,121468,12,122117,8.89
239627,1,5,3,1200,D,O,H,5,7,1,12,120074,12,121468,8.89
239627,1,6,3,1500,D,H,M,4,6,1,12,121468,12,121265,8.89
375489,2,2,1,1530,D,W,H,45,61,1,6,0,12,120862,7.86
341082,2,1,3,930,T,H,O,1,1,0,12,122059,12,121601,12.25
239680,1,1,3,1300,B,H,M,13,18,0,12,121996,12,121158,18.29
239680,1,2,3,1515,B,M,H,13,18,0,12,121158,12,121996,18.29
199621,4,4,3,2400,P,O,H,80,104,0,1,0,12,122139,33.23
189086,1,7,3,1800,D,F,H,56,73,1,6,0,12,121966,25.56
212628,1,2,1,1400,D,W,H,69,79,1,4,0,12,121157,23.41
218570,1,2,1,1730,D,W,H,2,2,1,12,120748,12,121634,21.82
431217,1,2,3,1215,D,M,H,48,52,2,5,0,12,120403,15.79
431217,2,2,3,1215,P,O,H,48,52,0,5,0,12,120403,15.79
431217,2,4,3,1345,P,M,H,48,52,0,5,0,12,120403,15.79
218592,1,5,3,1850,P,H,O,2,2,0,12,121530,12,120344,9.65
218592,1,6,3,1900,P,O,H,2,2,0,12,120344,12,121530,9.65
218592,2,1,3,1000,D,H,M,4,6,2,12,121530,12,121499,9.65
218592,2,2,3,1200,D,M,H,4,6,2,12,121499,12,121530,9.65
218592,2,3,3,1600,D,H,O,1,1,2,12,121530,12,120924,9.65
341279,2,5,3,1145,D,H,O,16,22,3,12,122116,13,0,19.11
341279,2,6,3,1500,D,O,H,16,22,3,13,0,12,122116,19.11
341279,3,1,3,630,P,H,O,8,10,0,12,122116,12,120335,19.11
218680,1,1,3,1000,D,H,O,19,21,2,12,121497,23,0,9.53
579077,1,2,1,1420,D,W,H,52,72,1,4,0,12,122127,15.94
218680,1,2,3,1100,D,O,H,19,21,2,23,0,12,121497,9.53
592120,1,2,1,2055,B,W,H,94,116,0,1,0,12,120946,16.77
601077,1,5,3,2600,D,O,H,78,108,1,3,0,12,121981,25.63
627568,1,2,1,1720,J,W,H,94,113,0,1,0,12,121210,11.29
643063,2,2,1,1515,D,W,H,84,117,1,1,0,12,120497,19.43
225158,1,4,1,1600,D,W,H,84,111,1,1,0,12,121790,15.85
218758,2,1,1,845,D,H,W,5,6,1,12,120073,12,120054,29.13
341362,1,10,3,1530,D,M,H,5,7,1,12,121434,12,120031,23.09
341362,2,1,1,545,D,H,W,6,7,1,12,120031,12,120295,23.09
341362,2,2,4,715,D,W,R,7,7,1,12,120295,12,121936,23.09
341362,2,3,1,1645,D,W,H,2,3,1,12,121936,12,120031,23.09
341362,2,4,3,1845,P,H,O,4,6,0,12,120031,12,121085,23.09
218841,2,1,3,1200,D,O,H,34,42,1,98,0,12,120976,12.37
737628,1,2,1,1630,D,W,H,61,77,1,4,0,12,122128,37
721138,1,2,4,1345,D,W,O,94,115,1,1,0,12,120040,36.64
728009,2,3,3,2215,P,O,H,91,107,0,1,0,12,120957,12.29
744218,1,4,1,1645,D,W,H,72,95,1,4,0,12,121767,13.05
341520,2,2,3,1005,P,M,H,13,14,0,12,120323,12,121213,10.35
224020,2,2,3,1230,P,O,H,5,6,0,12,120041,12,121313,18.58
817020,1,3,2,2130,D,S,H,96,116,1,1,0,12,121312,18.25
826400,1,2,1,1850,G,W,H,91,113,0,1,0,12,122051,3.87
828649,1,4,3,1330,P,O,H,14,19,0,6,0,12,122006,6.86
828649,2,2,3,1330,D,O,H,14,19,12,6,0,12,122006,6.86
835074,2,2,1,1445,D,W,H,68,82,1,4,0,12,120019,13.98
835281,1,2,3,1700,D,F,H,39,48,3,5,0,12,122083,11.05
843785,1,4,4,1715,P,F,M,54,75,0,4,0,12,120107,34.08
843785,2,2,4,1715,D,W,M,54,75,2,4,0,12,120107,34.08
850737,1,2,1,1630,J,W,H,95,125,0,1,0,12,121168,7.5
852212,1,2,1,1625,B,W,H,83,107,0,1,0,12,121996,15.17
846448,1,2,1,1320,D,W,H,33,38,1,6,0,12,121190,36.88
219083,1,1,3,915,D,H,O,3,4,1,12,121478,12,121199,21.06
219083,1,2,3,1215,D,O,H,3,4,1,12,121199,12,121478,21.06
939031,1,3,1,1630,D,W,H,83,105,1,1,0,12,121871,29.5
341747,1,1,3,1500,D,H,M,4,5,1,12,121116,12,121444,14.02
957879,2,4,1,1425,D,W,H,87,105,1,1,0,12,121534,23.43
958373,1,4,3,1130,D,F,H,93,113,2,1,0,12,121906,7.87
958373,2,2,3,1130,P,O,H,93,113,0,1,0,12,121906,7.87
959435,1,2,1,1630,D,W,H,68,94,3,4,0,12,121491,38.34
959506,2,2,1,1655,D,W,H,57,73,1,6,0,12,121411,12.91
219368,3,2,1,1500,C,W,H,2,3,0,12,121302,12,120351,8.98
219375,3,3,1,1730,D,H,W,8,9,1,12,120328,12,120041,43.79
2103323,3,2,1,2150,D,W,H,91,109,1,1,0,12,120013,26.87
341835,1,2,3,830,P,O,H,6,6,0,12,121660,12,121387,9.61
341835,1,3,3,930,D,H,O,5,6,1,12,121387,12,120335,9.61
341835,1,4,3,1100,D,O,H,5,6,1,12,120335,12,121387,9.61
341835,2,4,4,1500,D,O,O,2,3,1,12,120443,12,120454,9.61
341835,2,5,3,1600,D,O,H,5,7,1,12,120454,12,121387,9.61
4454942,2,2,1,1800,D,W,H,60,83,1,4,0,12,121342,16.68
4486851,1,2,1,1820,D,W,H,94,123,1,1,0,12,121470,13.37
4481932,1,2,3,1600,P,M,H,49,67,0,5,0,12,120413,10.05
4481932,2,2,3,1600,D,M,H,49,67,2,5,0,12,120413,10.05
142691,1,3,3,2310,D,O,H,77,102,1,1,0,12,120103,7.38
177426,1,4,3,1800,D,O,H,79,109,1,1,0,12,122139,10.17
341930,1,1,1,715,D,H,W,7,10,1,12,122050,12,121340,12.66
197170,2,2,1,1650,D,W,H,37,49,1,6,0,12,120333,21.05
199621,1,2,1,1535,D,W,H,50,63,1,4,0,12,122139,33.23
341939,2,2,3,1515,P,O,H,5,6,0,12,120124,12,122127,17.18
341939,3,1,2,730,D,H,S,19,23,1,12,122127,12,121895,17.18
219834,1,1,1,815,C,H,W,3,4,0,12,120349,12,121679,16.09
219834,1,2,4,1615,C,W,D,2,3,0,12,121679,12,121447,16.09
219834,2,1,3,900,C,H,D,2,3,0,12,120349,12,121447,16.09
342007,1,1,1,800,D,H,W,5,7,1,12,122109,12,121950,12.46
342007,1,2,1,1630,D,W,H,5,7,1,12,121950,12,122109,12.46
219925,1,1,3,745,D,H,F,2,3,2,12,120962,12,121882,25.74
219925,1,4,1,1230,D,W,H,2,2,1,12,121874,12,120962,25.74
219925,1,5,3,1330,D,H,R,2,2,1,12,120962,12,121874,25.74
231102,1,2,4,1500,D,W,O,78,107,1,3,0,14,0,33.52
219244,2,2,3,1500,P,O,H,91,117,0,1,0,12,121417,17.65
219244,1,4,3,1500,D,O,H,91,117,2,1,0,12,121417,17.65
342237,2,1,1,700,D,H,W,27,32,1,12,121634,13,0,12.39
220049,2,2,1,1630,P,W,H,6,8,0,12,121873,12,120352,17.46
299211,1,2,3,1730,D,O,H,88,110,1,1,0,12,121407,14.32
306483,1,2,1,1600,D,W,H,75,105,1,3,0,12,122015,66.94
220118,1,3,3,800,D,H,O,59,82,1,12,120044,98,0,23.93
220118,1,4,3,1400,D,O,H,59,82,1,98,0,12,120044,23.93
220118,1,2,3,700,D,M,H,1,1,1,12,121581,12,120044,23.93
311596,3,2,1,1900,D,W,H,92,104,1,1,0,12,121547,37.75
311765,1,3,3,2215,D,O,H,89,113,1,1,0,12,120296,15.88
311635,1,2,1,1700,D,W,H,58,77,1,4,0,12,120299,35.28
311635,2,2,1,1700,D,W,H,48,61,1,5,0,12,120299,35.28
217406,1,1,1,730,P,H,W,4,5,0,12,122091,12,121603,32.7
220187,3,2,4,1730,P,S,O,4,5,0,12,122085,12,122057,38.96
220187,3,3,3,1750,P,O,H,2,2,0,12,122057,12,121036,38.96
322990,2,2,1,1800,D,W,H,54,69,1,4,0,12,121981,56.79
342491,1,7,3,1745,D,O,H,9,12,1,12,121086,12,121242,5.79
342598,2,2,1,1600,D,W,H,2,2,1,12,122004,12,122134,14.56
342616,2,1,1,720,D,H,W,14,17,1,12,120071,12,120346,10.65
220270,2,2,4,1500,D,W,O,3,4,1,12,120924,12,121995,10.16
361186,1,2,1,1430,D,W,H,78,110,1,3,0,12,120134,21
371248,1,2,3,2200,D,O,H,35,42,1,6,0,12,120125,6.8
220368,1,1,3,815,D,H,F,6,8,1,12,121694,12,121973,22.27
220368,1,2,4,835,D,F,F,1,1,2,12,121973,12,121167,22.27
220368,1,3,3,845,D,F,H,5,7,1,12,121167,12,121694,22.27
415713,1,3,1,1030,D,H,W,31,32,1,12,121792,6,0,7.65
415940,1,4,3,915,W,F,H,1,1,0,12,121393,12,121789,22.97
415940,1,5,3,1510,W,H,O,1,1,0,12,121789,12,121393,22.97
415956,2,2,4,1900,P,M,O,40,53,0,12,120906,6,0,16.74
415940,1,7,3,1705,D,H,O,7,8,4,12,121789,12,120423,22.97
415940,1,8,3,1850,D,O,H,7,8,4,12,120423,12,121789,22.97
391202,1,4,3,2045,D,O,H,89,118,1,1,0,12,122086,30.52
392907,1,2,1,1800,D,W,H,66,79,1,4,0,12,120066,7.81
400437,1,4,4,1015,D,O,O,80,107,99,1,0,12,120132,45.48
404712,4,2,2,1530,B,S,H,48,56,0,5,0,12,121238,30.72
412770,1,2,3,1600,D,O,H,45,63,2,5,0,12,121984,19.31
415263,1,4,3,2115,D,M,H,90,109,2,1,0,12,120343,30.66
416116,1,1,1,745,D,H,W,3,4,1,12,121076,12,121314,53.84
416116,1,3,3,1545,D,H,R,2,3,1,12,121076,12,122037,53.84
416116,1,4,4,2000,D,W,O,2,3,1,12,122037,12,121021,53.84
416366,1,1,1,815,D,H,W,10,13,1,12,121458,12,121313,26.59
416366,1,2,1,1700,D,W,H,10,13,1,12,121313,12,121458,26.59
416366,2,1,1,715,D,H,W,11,15,1,12,121458,12,120017,26.59
285316,1,4,4,1300,D,O,O,11,11,2,4,0,4,0,23.65
296580,1,2,4,700,D,W,R,72,100,5,3,0,5,0,15.45
227875,1,1,1,900,D,H,W,5,6,1,12,122141,12,121653,30.19
227875,1,2,4,1430,D,W,M,2,3,1,12,121653,12,122009,30.19
227875,1,6,3,1540,D,F,H,2,3,1,12,121201,12,122141,30.19
227875,1,7,3,1650,P,H,O,4,6,0,12,122141,12,120138,30.19
227875,1,8,4,1810,P,O,M,3,4,0,12,120138,12,120906,30.19
227875,1,9,3,1830,P,M,H,4,4,0,12,120906,12,122141,30.19
227875,2,1,3,1650,D,H,O,4,6,2,12,122141,12,120138,30.19
588224,1,2,3,1305,D,O,H,41,54,1,6,0,12,122139,15.54
613341,2,1,3,630,D,O,H,34,42,1,5,0,12,120103,7.19
646428,2,2,1,1900,D,W,H,80,106,1,1,0,12,121497,10.29
647614,1,2,1,1500,D,W,H,78,105,1,1,0,12,121779,28.55
670749,1,3,4,1130,D,W,R,92,113,1,1,0,12,121125,34.92
417267,1,3,4,1630,D,O,O,2,2,2,12,121583,12,121442,15.87
675417,2,2,1,1730,B,W,H,78,97,0,4,0,12,121581,47.79
417267,1,4,3,1730,D,O,H,2,2,2,12,121442,12,121149,15.87
690798,2,3,1,1645,D,W,H,70,95,1,1,0,12,121985,22.08
417510,1,1,3,745,D,H,R,4,6,1,12,120328,12,120017,52.1
612370,1,1,3,840,W,H,F,1,1,0,12,121925,12,121583,19.91
417510,2,1,1,730,D,H,W,5,8,1,12,120328,12,121110,52.1
417510,2,2,4,1400,D,W,O,1,1,1,12,121110,12,120991,52.1
417520,1,1,3,1300,D,H,M,65,84,2,12,121421,6,0,7.81
632948,1,1,1,900,W,H,W,0,0,0,12,121703,12,121125,20.81
228016,4,1,1,755,D,H,W,51,69,1,12,120051,6,0,21
228011,2,1,3,1145,D,H,O,18,18,1,12,121421,12,122123,10.5
803735,1,2,1,1630,D,W,H,70,92,1,4,0,12,121259,13.93
417934,2,2,1,1615,D,W,H,16,23,1,13,0,12,120273,16.89
417934,2,4,3,2200,D,O,H,37,51,1,98,0,12,120273,16.89
417934,1,1,1,855,D,H,W,7,9,1,12,120273,12,121706,16.89
417934,1,2,1,1815,D,W,H,7,9,1,12,121706,12,120273,16.89
417934,2,1,1,745,D,H,W,16,23,1,12,120273,13,0,16.89
647373,1,3,4,1645,D,F,M,5,7,2,12,121125,12,120366,15.33
654680,1,3,3,1900,D,H,O,2,3,1,12,121392,12,121384,51.07
418126,1,2,1,1600,D,W,H,11,13,1,12,120301,12,121671,57.24
418126,2,1,1,730,B,H,W,3,4,0,12,121671,12,120331,57.24
873385,2,2,1,1630,D,W,H,42,55,1,5,0,12,121981,30.62
660099,1,1,1,905,W,H,W,0,0,0,12,120941,12,121920,33.71
664318,1,3,3,1840,D,H,O,1,2,1,12,121960,12,121939,24.12
890272,1,2,1,1740,D,W,H,77,92,2,4,0,12,120346,11.24
899708,1,2,3,1400,P,O,H,28,37,0,5,0,12,120333,26.69
899708,2,2,3,1400,D,O,H,28,37,2,5,0,12,120333,26.69
939444,2,1,3,510,P,O,H,74,102,0,1,0,12,122135,42.42
953911,4,2,2,1440,S,S,H,110,156,0,3,0,12,120300,33.23
952711,2,2,1,1930,D,W,H,71,92,1,4,0,12,120053,19.34
952778,1,2,3,1425,D,O,H,47,58,2,6,0,12,121488,9.86
955189,1,1,3,730,D,O,H,22,27,1,6,0,12,121500,10.22
418475,1,1,1,725,D,H,W,9,11,1,12,120844,12,120040,11.15
960554,3,2,4,1615,P,S,O,103,146,0,3,0,12,121199,20.23
686392,1,1,1,800,W,H,W,1,2,0,12,121240,12,121156,39.74
418696,1,1,1,715,D,H,W,15,19,1,12,120035,12,121534,25.54
4415798,1,2,4,1600,D,W,D,66,75,1,5,0,12,121042,21.2
4497284,2,2,1,1800,P,W,H,53,64,0,5,0,12,120064,47.45
715638,1,1,1,800,D,H,W,4,4,1,12,122076,12,121692,11.89
228938,2,4,4,1400,P,O,M,39,53,0,5,0,12,121499,21.5
125999,2,2,3,1600,D,O,H,64,77,1,6,0,12,120202,16.08
228266,1,3,4,1205,D,M,M,1,1,1,12,120934,12,121956,3.87
419154,1,1,3,800,D,H,O,7,8,1,12,120346,12,121152,12.52
419154,1,2,3,1230,D,O,H,7,8,1,12,121152,12,120346,12.52
419193,1,1,1,1100,D,H,W,5,7,1,12,122076,12,120902,15.67
419193,1,2,1,1530,D,W,H,5,7,1,12,120902,12,122076,15.67
145336,1,4,1,1700,D,W,H,40,49,1,6,0,12,121491,25.55
437491,1,1,3,725,D,O,H,6,9,1,12,120040,12,122066,24.12
228355,1,1,3,640,D,H,O,4,6,1,12,120953,12,120350,10.18
228355,1,2,4,810,D,O,O,1,1,1,12,120350,12,121100,10.18
228355,1,4,1,930,D,H,W,3,4,1,12,120953,12,120017,10.18
201715,2,4,3,1930,P,O,H,54,74,0,6,0,12,122044,11.5
203733,2,2,1,1700,P,W,H,86,106,0,1,0,12,122038,14.18
419748,1,1,3,1030,D,H,M,2,2,1,12,121036,12,120934,12.39
419748,2,2,1,1715,D,W,H,16,23,1,12,120747,12,121036,12.39
419892,1,1,3,755,D,H,F,9,12,5,12,120346,12,121771,14.58
419892,1,2,3,830,D,F,H,9,12,2,12,121771,12,120346,14.58
419892,1,3,3,1540,D,H,F,9,12,5,12,120346,12,121771,14.58
228503,2,1,1,515,D,H,W,7,8,1,12,122129,12,120108,82.43
228503,2,2,1,1700,D,W,H,7,8,1,12,120108,12,122129,82.43
228503,3,1,2,725,S,H,S,4,5,0,12,122129,12,122134,82.43
228503,3,2,2,1410,S,S,H,4,5,0,12,122134,12,122129,82.43
420693,1,1,1,810,D,H,W,1,2,2,12,122006,12,121201,70.13
228503,3,3,3,1830,P,H,M,3,4,0,12,122129,12,120107,82.43
228503,3,4,3,1915,P,M,H,3,4,0,12,120107,12,122129,82.43
420693,1,2,1,1935,D,W,H,1,2,2,12,121201,12,122006,70.13
420693,2,1,1,810,P,H,W,1,2,0,12,122006,12,121201,70.13
416810,1,1,3,1100,D,H,M,6,8,2,12,121984,12,122117,25.84
421113,1,2,1,1630,D,W,H,1,2,1,12,120045,12,121439,11.71
233159,2,2,1,1700,D,W,H,51,69,1,4,0,12,122137,49.77
235211,1,4,3,1430,P,M,H,18,22,0,6,0,12,120157,14.14
235211,2,9,3,1430,D,M,H,18,22,2,6,0,12,120157,14.14
218763,2,1,3,2030,T,O,H,80,100,0,4,0,12,120349,17.73
863435,1,3,3,1800,P,H,O,1,1,0,12,121170,12,122082,65.91
250414,4,2,1,1700,D,W,H,80,110,1,3,0,12,120083,28.78
275599,2,2,1,1430,D,W,H,97,120,1,1,0,12,120371,13.31
278523,2,2,1,1600,D,W,H,74,94,2,4,0,12,120045,35.51
281487,1,3,3,1500,D,O,H,102,137,1,1,0,12,120333,19.76
281668,3,2,2,1525,S,S,H,18,24,0,6,0,12,121556,18.38
875442,2,1,3,930,P,H,M,175,222,0,12,121799,98,0,17.53
287918,1,2,1,1700,G,W,H,95,128,0,1,0,12,120497,8.6
288344,1,2,1,1800,D,W,H,36,48,1,5,0,12,122135,25.99
422095,1,1,1,730,D,H,W,45,60,1,12,120051,5,0,14.23
422126,1,2,1,1645,D,W,H,14,19,1,13,0,12,120273,6.41
422126,1,3,3,1750,D,H,O,1,1,1,12,120273,12,120273,6.41
306814,1,2,3,2300,P,O,H,41,49,0,5,0,12,121452,15.08
422126,1,7,3,2245,D,O,H,8,8,2,12,121884,12,120273,6.41
422126,2,1,1,700,D,H,W,20,27,1,12,120273,12,120688,6.41
422126,2,2,1,1750,D,W,H,20,27,1,12,120688,12,120273,6.41
422126,2,3,3,1930,P,H,M,9,10,0,12,120273,12,121090,6.41
422126,2,4,4,2005,P,M,O,5,5,0,12,121090,12,120346,6.41
422222,2,2,1,1405,D,W,H,33,38,1,23,0,12,120394,24.78
228699,1,2,4,1430,D,W,M,2,2,1,12,120334,12,120344,48.99
228694,1,1,3,1230,D,H,F,77,98,1,12,121208,4,0,16.55
320105,3,3,2,1900,J,S,H,98,122,0,1,0,12,122094,7.34
422472,3,1,2,800,W,H,S,1,1,0,12,120347,12,120346,43.19
422472,3,2,2,1500,W,S,H,1,1,0,12,120346,12,120347,43.19
324308,1,2,1,2000,P,W,H,94,114,0,1,0,12,121694,8.32
369162,1,2,1,1500,D,W,H,60,77,1,4,0,12,121262,42.37
422642,2,3,3,1115,D,M,H,27,31,1,12,120069,12,121213,20.25
422642,2,4,3,1550,D,H,F,16,18,1,12,121213,12,121398,20.25
228730,1,2,3,1430,C,M,H,2,3,0,12,120366,12,121444,12.22
228730,2,1,1,830,D,H,W,7,7,1,12,121444,12,121862,12.22
334966,1,3,4,1610,D,O,F,61,87,4,4,0,12,121356,10.66
217479,1,4,1,1740,B,W,H,93,109,0,1,0,12,121710,6.49
358543,2,2,4,1630,D,W,R,93,113,1,1,0,12,121158,13.7
423600,2,3,4,730,D,F,W,6,6,1,12,121426,12,121692,14.45
423600,2,4,4,1620,D,W,F,6,6,1,12,121692,12,121426,14.45
360419,1,2,1,1350,B,W,H,93,113,0,1,0,12,121937,13.15
362203,1,2,3,945,D,O,H,80,107,2,1,0,12,121497,11.13
423884,1,2,3,1700,D,O,H,9,11,1,12,122044,12,121419,14.1
423906,2,1,3,840,D,H,F,1,1,3,12,120403,12,122134,29.91
378381,3,2,3,1300,P,D,H,43,57,0,6,0,12,121509,8.63
406366,1,2,3,1330,D,M,H,76,83,2,4,0,12,120957,20.93
415713,1,4,1,1130,D,W,H,31,32,1,6,0,12,121792,7.65
436583,2,2,1,1830,B,W,H,80,106,0,1,0,12,121495,38.89
359363,1,4,4,1445,D,M,F,64,87,2,1,0,12,120121,14.56
473052,1,1,3,1720,D,O,H,83,98,2,1,0,12,120844,6.7
505530,1,4,3,1930,D,F,H,70,95,4,4,0,12,120320,24.42
517254,1,2,4,1440,D,W,M,59,80,1,4,0,12,120331,17.85
579031,1,2,4,2115,D,O,O,80,108,2,1,0,12,120426,43.57
579031,2,4,3,2055,P,O,H,81,107,0,1,0,12,121789,43.57
582898,2,2,1,2035,D,W,H,91,113,1,1,0,12,121775,35.03
229451,3,2,1,1600,D,W,H,21,25,1,23,0,12,121792,8.86
229463,1,1,1,800,D,H,W,8,11,1,12,122035,12,121922,13.28
229463,2,4,3,1600,D,F,H,3,4,2,12,120017,12,122035,13.28
229463,3,4,3,2230,D,O,H,8,11,2,12,121159,12,122035,13.28
229463,4,1,2,930,B,H,S,3,5,0,12,122035,12,120025,13.28
678577,2,2,1,2045,B,W,H,91,116,0,1,0,12,122051,21.86
680366,1,2,1,2000,D,W,H,37,47,1,6,0,12,120140,36.42
425279,4,2,2,1615,D,S,H,9,13,1,12,121090,12,120234,44.22
425279,5,1,2,735,S,H,S,8,11,0,12,120234,12,121635,44.22
425279,5,2,2,1440,S,S,H,8,11,0,12,121635,12,120234,44.22
425305,1,2,1,1220,D,W,H,7,9,1,12,121882,12,120060,7.79
425305,2,1,3,1415,D,H,O,6,8,1,12,120060,12,121319,7.79
768022,1,2,3,1305,D,O,H,102,121,1,1,0,12,120618,25.16
443679,2,3,3,1545,D,M,H,9,12,1,12,121075,12,121597,16.65
888396,1,2,4,1300,D,O,W,4,5,1,12,122038,12,120364,13.95
425596,1,1,3,1800,D,H,M,3,4,2,12,121478,12,121188,10.21
425596,2,1,3,1800,P,H,M,3,4,0,12,121478,12,121188,10.21
810674,1,2,1,1700,G,W,H,90,114,0,1,0,12,122109,12.17
4467785,1,6,3,1630,D,H,O,13,17,2,12,121076,12,121634,31.69
425608,3,1,1,830,B,H,W,2,3,0,12,120045,12,121159,41.66
839671,1,2,1,1855,D,W,H,50,67,1,5,0,12,121030,16.9
864996,2,2,1,2400,P,W,H,74,94,0,1,0,12,120103,21.96
905840,1,2,1,1830,D,W,H,88,120,1,1,0,12,120336,31.56
954160,1,2,3,1540,P,M,H,40,44,0,5,0,12,121386,14.07
229860,1,2,1,1630,D,W,H,19,27,1,12,121828,12,120125,12.54
426161,1,5,3,1845,D,O,H,2,3,1,12,120068,12,121458,32.23
431305,2,2,4,1130,D,W,F,5,7,1,12,121113,12,122043,14
4409074,1,2,1,1600,D,W,H,89,118,1,1,0,12,121238,51.19
102415,2,1,1,645,B,H,W,5,7,0,12,122060,12,122120,25.68
229899,1,8,3,1930,P,O,H,3,4,0,12,121073,12,121863,14.38
229899,2,4,3,1640,D,O,H,4,5,2,12,121323,12,121863,14.38
229899,2,5,3,1730,D,H,O,3,4,5,12,121863,12,121073,14.38
4467978,1,3,4,1100,B,W,R,85,105,0,1,0,12,120285,19.56
4468294,1,2,3,1630,D,O,H,99,133,1,1,0,12,120140,32.77
426989,2,1,3,745,D,H,D,15,19,2,12,121634,12,121897,20.68
426989,2,2,4,800,D,D,W,2,2,1,12,121897,12,122036,20.68
4496926,1,2,1,1520,D,W,H,96,122,2,1,0,12,120010,11.94
426989,2,4,3,1500,D,D,H,15,19,2,12,121897,12,121634,20.68
426989,2,5,3,1715,D,H,F,2,3,2,12,121634,12,120881,20.68
426989,2,6,3,1740,D,F,H,2,3,1,12,120881,12,121634,20.68
427153,2,1,1,1335,D,H,W,74,89,1,12,121415,4,0,21.46
230073,2,2,1,1720,D,W,H,3,4,1,12,121886,12,120023,19.62
230098,1,2,3,1330,D,O,H,19,26,1,12,120003,12,122126,12.05
136896,1,2,3,1320,P,M,H,61,78,0,4,0,12,122125,11.53
136896,2,2,3,1320,P,M,H,61,78,0,4,0,12,122125,11.53
427720,1,3,4,1305,D,O,O,3,4,1,12,121266,12,121278,32.09
427720,1,4,3,1330,D,O,H,16,17,1,12,121278,12,122121,32.09
427770,1,1,3,1100,D,H,O,1,1,1,12,121067,12,121441,6.87
427770,1,2,4,1115,D,O,M,2,2,1,12,121441,12,122070,6.87
145586,2,2,3,1500,D,O,H,78,98,1,1,0,12,122121,12.51
226400,1,1,1,830,D,H,W,10,12,1,12,120140,12,120089,13.99
230172,3,3,3,1700,D,H,O,3,4,1,12,122040,12,121616,24.24
230172,3,4,3,1800,D,O,H,3,4,1,12,121616,12,122040,24.24
428086,2,1,1,830,P,H,W,8,9,0,12,121802,12,120941,17.06
428086,2,2,1,1835,P,W,H,8,9,0,12,120941,12,121802,17.06
170365,3,2,1,1605,D,W,H,29,40,1,6,0,12,121374,32.46
428122,1,2,3,2110,P,O,H,2,2,0,12,120035,12,120032,3.13
428122,2,1,3,1130,D,H,M,3,3,1,12,120032,12,121029,3.13
168269,1,5,3,1845,D,H,M,2,3,2,12,121789,12,120138,22.7
192863,1,3,1,1850,D,W,H,40,55,1,5,0,12,121784,30.3
203859,2,2,3,2215,D,O,H,77,100,1,1,0,12,122141,14.56
189031,1,2,1,1645,D,W,H,4,5,1,12,120994,12,121454,39.63
202021,1,1,1,550,D,H,W,42,50,1,12,121792,6,0,13.04
216539,1,2,3,1535,G,O,H,96,111,0,1,0,12,121867,10.49
230291,1,1,3,1100,B,H,M,3,3,0,12,121783,12,122013,23.77
230291,1,2,4,1230,B,M,M,3,4,0,12,122013,12,120906,23.77
233810,1,1,1,700,W,H,W,0,1,0,12,121394,12,121390,20.23
236178,1,1,1,730,D,H,W,5,7,1,12,122121,12,121652,28.74
236213,2,3,4,1330,D,M,F,4,5,2,12,121657,12,122140,10.25
239443,2,5,3,1635,D,O,H,0,1,2,12,120346,12,120346,19.63
218919,1,1,3,1030,B,H,M,2,3,0,12,121443,12,120366,7.32
224851,1,6,1,1730,D,W,H,25,35,1,12,121160,12,120686,11.16
