hhld_num,pers_num,trip_num,trip_purp,start_time,mode_prime,purp_orig,purp_dest,trip_km,trip_man_km,car_pool,region_orig,waterzn_orig,region_dest,waterzn_dest,expf
657358,1,4,3,1700,D,H,M,7,8,2,12,121457,12,121159,26.59
657419,1,5,3,1735,D,O,H,6,8,3,12,122081,12,121575,12.92
657517,1,3,3,2035,D,O,H,1,2,1,12,121156,12,121935,10.39
329668,1,1,1,845,D,H,W,10,13,1,12,121454,12,121828,25.4
657849,2,1,1,800,D,H,W,16,20,1,12,120497,12,122082,33.2
806027,1,5,4,1315,D,F,O,4,6,2,12,121680,12,120009,8.93
806344,1,1,1,845,D,H,W,9,12,1,12,121290,12,121207,13.88
806344,1,3,4,1650,D,M,F,6,8,2,12,120322,12,122070,13.88
806344,1,4,3,1730,D,F,H,4,6,1,12,122070,12,121290,13.88
806470,2,2,1,1830,D,W,H,17,20,1,12,121692,12,121000,17.15
302066,4,2,2,1800,B,S,H,1,1,0,12,120040,12,120953,22.12
806551,1,2,3,1030,D,O,H,2,2,5,12,121228,12,120604,49.58
806551,2,1,1,645,D,H,W,34,36,1,12,120604,12,120415,49.58
806551,2,2,4,1115,D,W,O,3,5,1,12,120415,12,121056,49.58
806695,1,5,3,1605,W,H,F,0,0,0,12,120114,12,120114,32.38
806695,1,7,3,1640,D,H,D,8,10,2,12,120114,12,122129,32.38
806769,2,4,3,2330,D,O,H,4,6,2,12,120044,12,120055,22.18
887240,1,1,3,1300,P,H,O,1,1,0,12,121213,12,121018,8.89
887240,1,2,3,1320,P,O,H,1,1,0,12,121018,12,121213,8.89
807049,1,4,3,1605,D,F,H,18,25,2,12,120747,12,120669,10.46
807049,2,1,1,700,P,H,W,18,25,0,12,120669,12,120747,10.46
807114,2,1,1,730,D,H,W,15,18,1,12,120369,12,120926,17.06
890014,3,1,2,800,W,H,S,2,2,0,12,122140,12,122134,42.04
331002,2,3,3,1530,D,H,O,1,1,1,12,120051,12,121137,12.03
331054,2,11,3,1630,P,H,M,2,2,0,12,121065,12,121779,15.59
331054,2,12,4,1700,D,M,O,11,14,1,12,121779,12,121548,15.59
331054,2,13,3,1720,P,O,H,9,11,0,12,121548,12,121065,15.59
331109,1,1,3,830,D,H,O,9,12,1,12,122034,12,120055,13.95
331109,2,4,3,1430,D,M,H,2,2,1,12,120724,12,122034,13.95
890255,1,2,1,1545,D,W,H,19,26,1,12,121482,12,121410,16.25
331441,1,6,3,1830,D,H,O,3,4,1,12,120023,12,121884,12.09
331899,4,2,2,1440,S,S,H,2,3,0,12,121522,12,120604,40.83
331901,1,1,1,700,D,H,W,7,7,1,12,121263,12,120032,17.28
331969,1,1,3,1000,D,H,M,8,10,1,12,120797,12,120989,15.11
331969,1,2,3,1130,D,M,H,8,10,1,12,120989,12,120797,15.11
331969,2,1,1,630,D,H,W,13,15,1,12,120797,12,121339,15.11
891377,1,1,3,1045,D,H,O,5,5,99,12,121406,12,120945,12.42
332056,1,2,4,1730,D,W,M,3,4,1,12,120055,12,121137,16.89
332359,2,1,3,745,D,H,D,8,11,2,12,121415,12,122038,24.72
332436,1,4,3,1545,D,H,M,1,2,1,12,120013,12,121020,10.4
332567,1,1,3,1200,P,H,O,3,4,0,12,121828,12,120018,10.44
809006,1,4,1,1710,W,W,H,0,0,0,12,120945,12,121703,36.3
332773,2,1,3,900,T,H,M,3,4,0,12,121282,12,120025,7.91
224371,1,1,3,1700,D,H,M,1,2,1,12,121392,12,121499,10.89
333409,2,2,1,1830,D,W,H,3,5,1,12,121828,12,122043,44.01
318045,2,2,4,840,C,D,W,1,1,0,12,121294,12,121313,15.76
318045,2,3,1,1700,C,W,H,1,1,0,12,121313,12,121294,15.76
809281,1,4,3,1905,D,M,H,3,4,2,12,121066,12,121048,22.42
809281,2,1,3,735,D,H,F,2,2,2,12,121048,12,121111,22.42
809281,2,2,4,745,D,F,W,2,3,1,12,121111,12,121675,22.42
809281,2,3,1,1450,D,W,H,1,2,1,12,121675,12,121048,22.42
334073,4,2,2,1650,S,S,H,5,5,0,12,122134,12,120118,25.57
334939,1,1,3,740,D,H,M,7,9,1,12,120082,12,120068,29.61
335216,2,1,3,1730,P,H,O,2,3,0,12,120202,12,120604,22.79
335251,1,6,4,1215,D,M,R,0,1,1,12,121020,12,121861,13.95
335320,3,5,3,2045,D,H,O,2,3,1,12,121444,12,120350,13.7
335561,1,3,4,1750,D,W,R,4,5,1,12,122041,12,120028,11.78
335561,1,4,1,1950,D,W,H,4,5,1,12,120028,12,122041,11.78
335685,2,2,3,1200,D,M,H,11,16,1,12,120007,12,120666,15.25
335700,1,4,3,1300,D,H,O,1,1,1,12,122125,12,122123,11.61
335700,1,5,3,1430,D,O,H,1,1,1,12,122123,12,122125,11.61
335700,2,2,3,1230,D,O,H,1,1,1,12,122127,12,122125,11.61
335852,1,1,1,700,D,H,W,9,12,1,12,121781,12,120769,13.36
335852,1,2,1,1530,D,W,H,9,12,1,12,120769,12,121781,13.36
335855,1,1,1,845,D,H,W,2,2,1,12,122127,12,120415,11.59
335855,1,2,1,1710,D,W,H,2,2,1,12,120415,12,122127,11.59
224379,2,2,4,1000,D,W,R,1,2,1,12,122048,12,121922,41.89
336391,1,2,3,1720,D,M,H,2,2,1,12,121227,12,121799,18.99
336391,3,2,1,2300,D,W,H,5,7,1,12,120108,12,121799,18.99
336482,1,4,3,1830,D,M,H,1,2,1,12,121065,12,121585,16.99
336542,1,1,3,1515,D,H,M,4,6,2,12,122137,12,121653,5.82
318277,1,1,1,700,D,H,W,17,22,1,12,121817,12,120050,8.28
336699,1,2,3,2130,C,O,H,3,3,0,12,120017,12,121868,48.64
337488,3,2,2,1500,S,S,H,1,2,0,12,121217,12,121714,15.04
337488,4,2,2,1600,W,S,H,29,30,0,12,121996,12,121714,15.04
337506,1,1,1,630,D,H,W,6,8,1,12,121426,12,121101,36.54
811015,1,2,3,1220,D,O,H,9,12,1,12,121353,12,120428,78.36
811161,1,2,4,810,D,F,W,2,2,1,12,121328,12,120017,24.53
338172,2,2,1,2200,D,W,H,5,7,2,12,120392,12,120073,13.34
338172,4,1,3,1015,D,H,M,3,4,1,12,120073,12,121952,13.34
811161,1,3,4,1600,D,W,O,6,8,1,12,120017,12,120295,24.53
356295,1,5,4,1100,D,M,M,1,1,1,12,121972,12,120069,16.7
811287,1,2,3,835,D,F,H,4,4,2,12,120842,12,120032,20.96
811287,1,4,3,1700,P,F,H,4,4,0,12,120842,12,120032,20.96
338662,1,1,3,915,D,H,O,1,1,3,12,120347,12,120006,21.5
338662,1,2,3,1005,D,O,H,1,1,3,12,120006,12,120347,21.5
338662,1,3,3,1745,D,H,M,2,2,1,12,120347,12,120007,21.5
338819,1,3,4,1130,D,M,O,0,0,1,12,120344,12,120984,15.45
338819,1,4,4,1140,D,O,F,2,2,1,12,120984,12,122003,15.45
338958,1,5,3,1830,D,H,M,1,1,1,12,121495,12,121499,18.33
339497,2,1,1,745,D,H,W,15,15,1,12,122089,12,120669,27.33
223988,1,1,1,550,D,H,W,25,35,1,12,121394,12,121861,30.43
341152,2,1,3,1130,P,H,O,8,12,0,12,120019,12,121454,15.41
341490,1,2,1,1830,D,W,H,3,4,1,12,121144,12,120067,8.59
341490,2,1,1,630,D,H,W,4,5,1,12,120067,12,120040,8.59
341490,2,2,1,1900,D,W,H,4,5,1,12,120040,12,120067,8.59
341500,1,1,3,1515,D,H,M,2,3,1,12,122042,12,121613,18.06
341500,1,2,3,1630,D,M,H,2,3,1,12,121613,12,122042,18.06
341939,1,4,3,1450,D,H,O,19,24,1,12,122127,12,121084,17.18
342007,2,4,4,1830,P,O,O,1,1,0,12,120022,12,120017,12.46
896098,1,2,1,1805,D,W,H,7,10,1,12,122117,12,122007,56.68
896098,2,1,3,815,D,H,F,1,2,2,12,122007,12,122002,56.68
896098,2,2,3,830,D,F,H,1,2,1,12,122002,12,122007,56.68
343337,1,3,3,1230,D,O,H,2,3,1,12,121328,12,122034,9.01
343347,1,1,3,1930,D,H,M,1,2,3,12,122069,12,122082,37.01
343408,3,4,3,1900,D,O,H,1,1,1,12,120350,12,121409,16.45
343408,4,1,2,1100,B,H,S,5,6,0,12,121409,12,120025,16.45
343408,4,2,2,1530,B,S,H,5,6,0,12,120025,12,121409,16.45
343408,4,4,1,2200,W,W,H,1,1,0,12,120350,12,121409,16.45
343409,1,1,1,530,D,H,W,11,14,1,12,120299,12,121026,17.8
343669,1,4,3,1540,D,M,H,11,13,2,12,120068,12,120483,11.16
343669,2,2,3,1635,D,M,H,1,1,1,12,120483,12,120483,11.16
813529,2,2,2,1900,P,S,H,5,6,0,12,121156,12,120068,38.87
813529,3,1,2,730,S,H,S,5,6,0,12,120068,12,121166,38.87
897009,1,1,3,630,D,O,H,3,4,1,12,121146,12,121271,17.27
813643,1,4,3,1305,D,O,H,1,1,1,12,120924,12,121478,10.67
344800,1,2,1,1630,D,W,H,17,20,1,12,121507,12,122089,18.32
344800,2,1,1,750,D,H,W,4,5,1,12,122089,12,122107,18.32
813751,1,3,4,1445,D,W,R,4,5,1,12,121780,12,121899,22.4
344928,3,1,3,735,P,H,O,1,1,0,12,121575,12,121576,18.03
344928,3,2,4,737,P,O,S,7,8,0,12,121576,12,121166,18.03
345265,2,1,1,800,D,H,W,21,30,1,12,121376,12,122039,36.23
345482,2,3,4,2005,D,F,O,3,4,2,12,120068,12,121261,21.98
345703,1,1,1,730,D,H,W,24,33,1,12,120413,12,121860,13.99
813974,3,1,2,810,S,H,S,5,7,0,12,120398,12,120394,73.99
223605,3,1,3,745,D,H,O,13,14,1,12,120380,12,122120,23.87
345880,1,1,3,800,D,H,O,3,3,2,12,121632,12,120881,11.28
897963,2,2,3,1630,P,M,H,5,6,0,12,120350,12,121170,18.63
346504,1,1,3,900,B,H,M,4,4,0,12,121133,12,120069,18.73
346709,1,4,3,1655,D,F,H,1,1,3,12,120372,12,120372,24.77
814505,2,4,3,2010,D,O,H,20,27,1,12,120346,12,120997,25.53
347327,2,4,3,1725,P,O,H,5,6,0,12,120987,12,122081,24.6
347327,2,5,3,1845,P,H,C,5,7,0,12,122081,12,121166,24.6
814841,2,3,3,1730,P,H,O,4,5,0,12,120044,12,121939,12.34
347536,2,2,4,1105,D,O,M,0,1,1,12,121631,12,121011,13
898763,2,2,1,1900,P,W,H,5,5,0,12,122130,12,122125,15.98
418475,2,5,3,1900,D,W,H,17,23,1,12,120555,12,120844,11.15
285793,3,1,3,1500,D,H,O,2,3,1,12,120336,12,120139,19.75
285800,2,1,1,820,B,H,W,2,3,0,12,121579,12,121706,20.9
285800,2,2,1,1700,B,W,H,2,3,0,12,121706,12,121579,20.9
285820,1,2,3,1200,P,O,H,3,4,0,12,120945,12,121313,10.79
599062,1,1,3,900,D,H,M,1,2,1,12,120075,12,122065,20.02
599062,1,2,3,1000,D,M,H,1,2,1,12,122065,12,120075,20.02
599084,1,1,3,725,D,H,F,18,24,2,12,121345,12,121876,15.05
285852,2,1,3,1030,P,H,M,1,1,0,12,121397,12,121069,15.05
285852,2,4,3,1120,P,O,H,3,5,0,12,121111,12,121397,15.05
599288,1,1,3,1725,D,H,M,1,1,3,12,121611,12,121613,37.86
285965,1,3,3,1700,D,H,F,6,8,2,12,120298,12,121255,32.44
599921,1,3,4,1720,D,D,O,8,10,3,12,120023,12,120002,18.06
285965,1,4,3,1800,D,F,H,6,8,2,12,121255,12,120298,32.44
599995,1,3,3,1700,D,H,F,7,8,1,12,121605,12,120018,36.26
599995,2,2,1,1715,P,W,H,7,8,0,12,120018,12,121605,36.26
600895,1,1,3,845,D,H,F,1,1,2,12,120057,12,121583,19.68
600895,1,2,4,930,B,F,S,4,6,0,12,121583,12,121090,19.68
600895,1,3,2,1900,B,S,H,4,6,0,12,121090,12,120057,19.68
600969,1,1,3,945,D,H,F,7,8,1,12,121950,12,120371,32.99
600969,1,2,4,1000,D,F,M,18,21,2,12,120371,12,120331,32.99
286217,2,3,3,1545,P,H,O,4,4,0,12,121435,12,121689,13.11
286217,2,4,3,2015,P,O,H,4,4,0,12,121689,12,121435,13.11
286232,1,1,1,515,D,H,W,7,9,1,12,121634,12,120244,21.82
601793,4,2,2,1830,B,S,H,1,1,0,12,120017,12,121308,36.3
286413,1,1,3,800,D,H,O,3,3,1,12,120118,12,120984,29.09
286413,1,2,4,900,D,O,O,3,3,1,12,120984,12,121354,29.09
286548,1,2,3,1030,D,O,H,3,4,1,12,121778,12,121680,11.74
286637,4,1,2,845,P,H,S,1,1,0,12,121213,12,121213,20.43
602717,1,5,3,2105,D,O,H,22,28,1,12,121394,12,120801,35.62
602836,2,5,3,2000,P,M,H,9,10,0,12,122120,12,120844,16.53
287509,1,2,3,1530,P,O,H,10,10,0,12,120295,12,122073,13.11
287707,1,3,3,1130,D,O,H,1,2,1,12,121334,12,121974,10.68
287707,1,4,3,1500,D,H,M,6,8,2,12,121974,12,122117,10.68
287707,2,1,3,1500,P,H,M,6,8,0,12,121974,12,122117,10.68
287834,1,2,3,1230,D,M,H,2,2,1,12,120027,12,120011,13.13
287885,3,2,2,2230,D,S,H,11,13,1,12,120017,12,120372,15.87
287927,1,1,3,1200,D,H,M,8,8,1,12,120126,12,121499,13.27
287929,2,3,3,1900,D,H,O,14,16,1,12,122125,12,122050,19.76
287929,2,4,3,2130,D,O,H,14,16,1,12,122050,12,122125,19.76
606611,5,2,2,1505,W,S,H,0,0,0,12,120372,12,121797,40.32
606862,1,2,4,1130,D,O,O,8,8,3,12,120016,12,122078,12.4
769000,2,7,3,1700,D,O,H,1,1,2,12,121883,12,121828,22.39
607098,2,1,2,805,C,H,S,0,1,0,12,120403,12,122136,4.71
288160,1,1,3,1700,D,H,M,1,1,1,12,121960,12,120934,9.04
288160,1,2,3,1730,D,M,H,1,1,1,12,120934,12,121960,9.04
288278,2,1,1,400,D,H,W,4,4,1,12,122038,12,121071,33.54
288278,3,3,3,2100,D,H,O,2,3,1,12,122038,12,121884,33.54
607370,3,4,4,2030,P,O,M,8,11,0,12,121257,12,121090,13.7
288359,1,2,4,1430,D,W,O,7,10,2,12,121025,12,121409,51.26
607520,2,1,1,1330,D,H,W,11,16,1,12,121678,12,120296,17.02
289078,3,1,2,745,S,H,S,4,5,0,12,121673,12,121675,42.15
289078,3,2,4,1400,P,S,O,2,2,0,12,121675,12,120025,42.15
290010,1,3,3,1700,D,H,O,3,4,1,12,120926,12,121657,26.91
290247,2,6,3,1930,D,H,O,2,2,1,12,121272,12,120055,13.76
290373,1,4,3,1500,D,F,H,1,1,1,12,121581,12,120039,29.74
290373,1,5,3,2245,D,H,F,1,1,1,12,120039,12,121581,29.74
290373,1,6,3,2305,D,F,H,1,1,2,12,121581,12,120039,29.74
290389,1,1,3,915,D,H,M,3,4,1,12,120946,12,121434,16.55
290681,2,1,3,1015,P,H,F,6,7,0,12,120051,12,121152,19.34
299249,2,1,1,810,D,H,W,5,6,1,12,122143,12,120924,13.5
217804,2,1,3,1100,P,H,M,2,2,0,12,122075,12,121577,8.03
291373,1,2,1,1700,D,W,H,1,1,1,12,120068,12,122088,16.9
291749,1,1,3,945,D,H,O,15,22,2,12,121952,12,121371,9.85
611319,1,3,3,1745,D,H,F,3,3,3,12,120352,12,120323,32.86
292344,1,1,1,735,D,H,W,12,17,1,12,122038,12,121063,43.41
611530,2,3,3,1830,D,H,O,5,7,2,12,120351,12,122053,19.03
292670,1,4,3,1730,D,H,M,1,1,4,12,121393,12,120132,27.54
292670,1,5,3,1815,D,M,H,1,1,4,12,120132,12,121393,27.54
292670,2,1,3,900,D,H,M,2,3,1,12,121393,12,122027,27.54
611650,1,2,1,1645,C,W,H,4,4,0,12,121317,12,121443,22.3
611650,1,4,4,1925,D,M,O,5,7,1,12,120366,12,121908,22.3
611650,1,5,3,2110,D,O,H,3,4,1,12,121908,12,121443,22.3
293173,1,1,3,800,D,H,D,0,0,3,12,120374,12,120067,27.76
612370,1,2,3,905,W,F,H,1,1,0,12,121583,12,121925,19.91
293943,1,1,3,1515,D,H,O,4,6,1,12,121046,12,120364,19.02
294676,2,1,1,745,B,H,W,3,4,0,12,121405,12,121090,22.38
294676,2,2,1,1500,B,W,H,3,4,0,12,121090,12,121405,22.38
294680,1,2,3,1530,D,O,H,2,3,1,12,122012,12,121392,18.6
294927,1,1,1,1100,B,H,W,2,3,0,12,121488,12,120139,17.2
613487,2,1,3,830,D,H,F,3,5,2,12,122043,12,121082,25.88
613487,2,4,4,1630,D,F,M,1,1,2,12,121082,12,120012,25.88
613487,2,5,3,1700,D,M,H,3,4,2,12,120012,12,122043,25.88
613734,1,7,4,1535,D,F,F,6,8,2,12,120916,12,121793,18.83
613734,1,8,3,1600,D,F,H,3,4,1,12,121793,12,121478,18.83
295187,1,1,3,1100,B,H,O,5,6,0,12,121742,12,121499,18.02
295187,1,2,4,1500,B,O,O,3,3,0,12,121499,12,120139,18.02
233928,1,1,3,900,D,H,M,2,3,1,12,121943,12,121065,13.2
614663,1,1,3,1820,D,H,F,19,26,2,12,121067,12,121489,39.64
614663,1,2,3,2305,D,F,H,19,26,2,12,121489,12,121067,39.64
234384,2,5,4,1515,D,F,F,1,2,2,12,121634,12,121629,21.82
295967,1,1,1,600,D,H,W,8,11,1,12,121603,12,120345,31.54
296175,2,2,3,1400,P,O,H,10,13,0,12,121518,12,121302,19.1
645405,3,1,2,745,B,H,S,1,2,0,12,120010,12,121882,10.09
615861,2,2,3,1115,D,O,H,12,16,1,12,122103,12,122122,26.54
615861,2,3,1,1530,D,H,W,14,17,1,12,122122,12,121159,26.54
615861,4,2,2,1505,P,S,H,18,25,0,12,122041,12,122122,26.54
692135,1,2,3,1145,D,O,H,2,3,1,12,120068,12,122074,12.99
616470,2,1,1,640,D,H,W,5,5,1,12,120068,12,121064,23.07
297033,1,4,3,1510,D,M,H,1,2,1,12,121673,12,120013,40.1
616709,1,1,1,735,D,H,W,9,9,1,12,121415,12,121862,21.46
297204,1,1,1,915,D,H,W,6,6,1,12,121409,12,121158,15.53
148728,2,1,3,1435,D,H,M,1,1,2,12,121903,12,121075,12.36
148728,2,2,3,1545,D,M,H,1,1,3,12,121075,12,121903,12.36
617319,1,1,3,800,D,H,O,8,12,1,12,122034,12,121920,22.09
617319,1,2,4,1010,D,O,W,6,7,1,12,121920,12,120077,22.09
617319,1,3,4,1730,D,W,O,7,9,1,12,120077,12,120045,22.09
617319,1,4,4,1800,D,O,M,6,8,1,12,120045,12,121069,22.09
617319,1,5,3,1900,D,M,H,1,1,1,12,121069,12,122034,22.09
298025,1,1,3,900,D,H,M,2,2,1,12,121629,12,120748,11.01
298025,1,2,3,1030,D,M,H,2,2,1,12,120748,12,121629,11.01
298025,1,4,3,1405,D,M,H,2,2,1,12,121147,12,121629,11.01
298099,1,4,4,2130,P,O,O,3,4,0,12,120017,12,120040,10.79
298196,1,1,1,835,D,H,W,4,4,1,12,121454,12,121241,16.89
618013,2,1,3,1130,D,H,M,0,0,1,12,121872,12,121069,7.59
618013,2,2,4,1205,D,M,M,6,8,1,12,121069,12,121100,7.59
618013,2,3,3,1230,D,M,H,6,7,1,12,121100,12,121872,7.59
618181,1,2,3,1430,D,M,H,6,8,1,12,120069,12,121458,17.54
695551,1,3,3,1710,D,O,H,1,1,1,12,121277,12,121128,7.25
222969,1,2,3,1700,P,O,H,3,4,0,12,120140,12,121482,9.61
298717,2,1,1,515,D,H,W,9,12,1,12,121791,12,120338,50.87
298717,2,2,1,1430,D,W,H,9,12,1,12,120338,12,121791,50.87
298717,3,1,2,800,W,H,S,0,0,0,12,121791,12,121493,50.87
298717,3,2,2,1430,W,S,H,0,0,0,12,121493,12,121791,50.87
299379,2,2,3,1415,D,M,H,1,1,1,12,121492,12,121488,29.27
299662,2,3,3,1920,P,O,H,5,7,0,12,120124,12,121500,4.81
299686,1,2,3,2015,D,M,H,1,1,1,12,121499,12,120336,11.29
620088,1,4,3,1830,C,M,H,1,1,0,12,120948,12,121040,18.85
299686,2,6,3,1545,D,F,H,1,2,3,12,121493,12,120336,11.29
299686,3,1,2,810,P,H,S,1,2,0,12,120336,12,121493,11.29
620088,2,2,2,1425,W,S,H,0,1,0,12,120040,12,121040,18.85
620088,3,1,2,800,C,H,S,2,2,0,12,121040,12,120037,18.85
620088,4,1,1,900,C,H,W,3,5,0,12,121040,12,120902,18.85
620088,5,2,2,1500,C,S,H,2,2,0,12,120037,12,121040,18.85
620256,1,1,1,735,D,H,W,8,10,1,12,120347,12,121922,45.3
620256,1,2,1,1920,D,W,H,8,10,1,12,121922,12,120347,45.3
300838,1,1,1,800,D,H,W,4,5,1,12,121575,12,121974,14.36
840726,5,1,2,845,W,H,S,0,1,0,12,121325,12,120025,28.03
300838,1,2,1,1700,D,W,H,4,5,1,12,121974,12,121575,14.36
300838,2,1,3,1000,D,H,O,12,16,1,12,121575,12,121892,14.36
300929,1,1,1,630,D,H,W,16,22,1,12,121547,12,122108,48.2
301214,2,1,3,1530,D,H,M,1,2,3,12,121067,12,121065,20.25
301214,2,2,3,1700,D,M,H,1,2,3,12,121065,12,121067,20.25
620862,1,1,3,1630,D,H,O,8,9,1,12,120625,12,120017,13.97
620862,1,2,3,1805,D,O,H,8,9,1,12,120017,12,120625,13.97
301959,2,4,3,1545,P,M,H,3,4,0,12,121173,12,121421,7.81
301959,2,5,3,1730,P,H,M,2,2,0,12,121421,12,122079,7.81
301959,2,6,3,1900,P,M,H,2,2,0,12,122079,12,121421,7.81
282614,2,2,3,2030,P,O,H,1,1,0,12,121573,12,122073,13.11
622117,1,3,3,1730,P,H,M,9,12,0,12,121325,12,120069,14.22
622117,1,4,3,1930,P,M,H,9,12,0,12,120069,12,121325,14.22
622117,2,1,2,1400,W,H,S,1,1,0,12,121325,12,120025,14.22
622117,2,2,2,1630,W,S,H,1,1,0,12,120025,12,121325,14.22
622120,1,1,3,1330,D,H,O,4,5,1,12,121573,12,121684,17.1
622120,1,2,3,1430,D,O,H,4,5,1,12,121684,12,121573,17.1
302548,2,4,3,1800,D,O,H,11,15,1,12,120450,12,121785,14.85
302687,1,4,1,1220,D,W,H,2,2,1,12,121134,12,121799,67.82
622301,1,2,1,1630,D,W,H,3,4,1,12,120114,12,121985,42.11
622301,2,1,1,1405,B,H,W,3,4,0,12,121985,12,121054,42.11
303101,2,1,1,800,D,H,W,5,6,1,12,120349,12,121675,32.7
303354,2,3,4,1230,D,O,R,9,13,4,12,120074,12,121689,31.11
623433,2,1,3,1900,P,H,M,7,9,0,12,121792,12,120331,11.57
303354,4,5,3,2207,P,O,H,6,6,0,12,121132,12,121289,31.11
623433,4,2,2,1500,S,S,H,2,2,0,12,121390,12,121792,11.57
623550,3,1,1,700,D,H,W,6,8,1,12,120125,12,120384,25.16
623550,3,2,1,1700,D,W,H,6,8,1,12,120384,12,120125,25.16
623550,4,1,2,600,B,H,S,19,26,0,12,120125,12,120025,25.16
623550,4,2,2,1500,B,S,H,19,26,0,12,120025,12,120125,25.16
623793,1,2,1,1700,D,W,H,14,16,1,12,120847,12,120346,49.43
304103,3,1,2,900,W,H,S,1,1,0,12,120403,12,122136,46.15
654538,1,4,3,1605,D,H,M,5,7,3,12,121417,12,120547,25.59
304376,1,2,2,1420,W,S,H,2,2,0,12,121962,12,122063,34.92
624623,1,2,4,1930,D,M,O,0,0,1,12,120107,12,120396,24.78
624623,2,3,3,1730,P,H,M,3,4,0,12,120103,12,120107,24.78
625005,1,2,4,830,D,F,W,3,3,1,12,121430,12,121064,21.9
304729,1,2,3,1000,D,M,H,3,3,1,12,121075,12,121915,13.69
625380,1,1,1,830,D,H,W,5,5,1,12,120359,12,121828,11.68
319337,3,2,2,1430,W,S,H,1,1,0,12,120064,12,120063,43.59
305303,2,1,1,530,D,H,W,13,15,1,12,121469,12,120138,15.35
656317,1,3,4,1300,D,F,F,18,25,2,12,120137,12,121277,21.77
625992,1,1,1,655,D,H,W,12,14,1,12,121181,12,120409,26.96
625992,1,2,1,1615,D,W,H,12,14,1,12,120409,12,121181,26.96
293351,1,4,4,1540,D,W,R,8,12,1,12,120688,12,121011,22.79
626626,2,2,1,1700,D,W,H,4,5,1,12,122120,12,121989,19.55
217881,1,2,3,1805,D,M,H,6,7,1,12,121499,12,120420,4.03
306444,1,3,3,1715,D,F,H,2,3,2,12,120068,12,121458,19.47
628712,1,2,4,1530,D,M,W,3,5,1,12,120989,12,120963,11.28
628712,1,3,1,2330,D,W,H,5,7,1,12,120963,12,121129,11.28
628784,2,1,3,725,D,H,F,5,5,2,12,120323,12,121882,16.43
628784,2,2,4,735,D,F,W,5,7,1,12,121882,12,121029,16.43
628784,2,3,1,1700,D,W,H,9,11,1,12,121029,12,120323,16.43
628784,3,1,2,725,P,H,S,5,5,0,12,120323,12,121882,16.43
629968,1,5,3,1315,D,H,M,4,5,1,12,122043,12,121069,22.2
928001,1,1,3,900,D,H,O,20,29,1,12,120220,12,121634,16.5
928001,1,2,3,1700,D,O,H,20,29,1,12,121634,12,120220,16.5
629968,1,6,4,1400,D,M,R,2,3,1,12,121069,12,121828,22.2
629968,1,8,3,1630,D,H,R,4,5,1,12,122043,12,120964,22.2
307801,1,4,3,1720,D,D,H,15,19,3,12,120396,12,121915,14.66
307854,1,1,1,850,D,H,W,6,7,1,12,121048,12,120339,59.63
308042,3,1,2,840,W,H,S,0,1,0,12,121409,12,121407,17.09
630648,2,5,3,2600,W,O,H,1,1,0,12,121110,12,121687,14.4
308267,2,2,1,2310,D,W,H,13,14,1,12,122108,12,121238,14.65
308289,2,1,3,1240,P,H,O,3,3,0,12,121531,12,120138,14.25
308289,2,2,4,1400,P,O,M,2,2,0,12,120138,12,121189,14.25
631442,1,2,4,1735,D,W,O,2,2,1,12,121152,12,120048,19.95
631442,2,2,1,1620,D,W,H,8,9,1,12,121152,12,120372,19.95
632325,1,1,1,745,D,H,W,8,9,1,12,121138,12,121313,42.05
631442,3,1,2,730,W,H,S,2,3,0,12,120372,12,120064,19.95
631871,1,3,4,1215,D,W,O,1,1,2,12,120345,12,121020,19.83
631871,1,4,4,1225,D,O,R,1,1,2,12,121020,12,120345,19.83
308600,1,2,3,1250,D,O,H,1,1,1,12,121156,12,121161,12.1
225127,2,1,1,630,D,H,W,18,26,1,12,121217,12,121884,4.85
225127,3,1,2,730,S,H,S,2,3,0,12,121217,12,121522,4.85
632230,1,1,1,900,D,H,W,3,4,2,12,122037,12,121119,30.72
308708,2,4,3,2230,D,O,H,10,11,3,12,120126,12,121783,23.4
225127,3,2,2,1430,S,S,H,2,3,0,12,121522,12,121217,4.85
632325,1,2,4,1615,D,W,O,5,6,1,12,121313,12,122050,42.05
632537,2,3,3,1900,D,H,M,2,2,1,12,120073,12,120069,23.96
632537,2,4,3,2010,D,M,H,2,2,1,12,120069,12,120073,23.96
632572,1,1,3,900,D,H,M,1,1,1,12,121132,12,120329,32.78
632572,1,7,3,1745,D,O,H,1,1,1,12,121603,12,121132,32.78
632594,1,1,3,815,D,H,O,14,18,2,12,121676,12,120748,13.47
632594,1,2,3,835,D,O,H,14,18,2,12,120748,12,121676,13.47
632594,1,3,3,855,D,H,F,1,1,3,12,121676,12,121701,13.47
632594,1,4,3,900,D,F,H,1,1,2,12,121701,12,121676,13.47
632594,1,5,3,1245,D,H,M,2,2,2,12,121676,12,121230,13.47
309218,1,4,3,1430,D,O,H,4,5,2,12,120368,12,121419,12.65
309306,5,2,2,1430,P,S,H,3,4,0,12,121166,12,121175,40.57
309314,1,1,3,1000,D,H,M,5,6,1,12,121050,12,122086,4.33
309314,1,2,3,1050,D,M,H,5,6,1,12,122086,12,121050,4.33
632873,1,2,1,1725,D,W,H,3,3,1,12,120940,12,121297,16.17
632873,1,5,4,1945,D,O,O,5,7,1,12,121434,12,121127,16.17
