hhld_num,dwell_type,income,n_person,n_vehicle,n_licence,n_emp_ft,n_emp_pt,n_emp_home,n_student,n_hhld_trip,region_hhld,pd_hhld,waterzn_hhld,expf,Pop
342463,1,6,2,3,2,2,0,1,0,10,12,68,121214,18.29,36.58
342491,1,4,1,1,1,0,0,0,0,7,12,64,121242,5.79,5.79
342504,2,2,1,1,1,0,0,0,0,2,12,64,121161,12.1,12.1
342592,1,1,1,1,1,1,0,0,0,7,12,63,121615,20.38,20.38
342598,1,4,2,2,2,2,0,0,0,4,12,65,122134,14.56,29.12
342616,1,5,2,2,2,1,0,0,0,8,12,64,120071,10.65,21.3
342756,2,3,1,1,1,0,0,0,0,2,12,64,121975,14.28,14.28
342768,3,3,2,1,2,0,0,0,0,8,12,63,121447,12.5,25
342799,1,4,4,2,2,2,1,1,2,16,12,64,121469,23.67,94.68
342803,2,1,1,1,1,0,0,0,0,2,12,65,121199,20.16,20.16
342807,3,2,1,1,1,1,0,0,0,2,12,64,121422,31.24,31.24
342877,1,3,2,1,2,0,0,0,0,2,12,65,121372,5.72,11.44
342893,2,2,1,0,0,0,0,0,0,2,12,65,121492,27.02,27.02
342926,1,7,5,3,4,2,3,0,2,6,12,64,120073,35.72,178.6
342955,2,4,2,0,2,2,0,1,0,2,12,63,120991,22.45,44.9
342960,3,6,4,3,2,2,0,0,1,4,12,64,121426,19.87,79.48
342964,1,7,2,1,2,0,0,0,0,2,12,65,121785,16.27,32.54
342999,1,5,5,2,2,2,0,0,4,18,12,64,120372,8.5,42.5
343083,2,2,1,1,1,0,0,0,0,0,12,68,121018,30.27,30.27
343085,1,6,4,2,2,2,0,1,2,12,12,63,122034,88.7,354.8
343184,1,4,4,2,2,2,0,1,1,8,12,63,120328,19.97,79.88
343192,1,3,2,2,2,0,2,0,0,4,12,64,121134,17.95,35.9
343216,1,4,4,3,2,2,0,0,2,10,12,63,120019,7.74,30.96
343224,1,7,2,2,2,0,0,0,0,6,12,64,122098,8.32,16.64
343242,1,7,4,2,4,2,2,0,2,6,12,65,120118,35.58,142.32
343252,1,2,2,2,1,0,0,0,0,0,12,65,121991,14.87,29.74
343286,2,2,1,1,1,0,0,0,0,2,12,63,120029,16.29,16.29
343337,2,2,1,1,1,0,0,0,0,3,12,63,122034,9.01,9.01
343347,1,6,3,2,2,2,0,1,0,6,12,64,122069,37.01,111.03
343408,1,6,4,2,4,2,2,0,2,12,12,63,121409,16.45,65.8
343409,1,5,3,3,3,3,0,0,0,6,12,64,120299,17.8,53.4
343414,1,6,3,3,3,1,0,0,1,10,12,63,121708,28.97,86.91
343420,1,4,1,0,1,0,0,0,0,0,12,64,122050,10.09,10.09
343444,1,7,2,1,1,0,0,0,0,0,12,65,120925,14.78,29.56
343452,1,3,2,1,2,0,1,0,0,6,12,63,121687,8.74,17.48
343475,1,7,2,1,2,0,0,0,0,4,12,63,122038,15.45,30.9
343497,2,4,1,1,1,1,0,0,0,4,12,64,120054,11.89,11.89
343498,1,4,1,1,1,0,0,0,0,7,12,64,120073,26.54,26.54
343522,1,7,2,3,2,1,1,0,0,7,12,63,121405,12.22,24.44
343660,2,7,1,0,1,0,0,0,0,0,12,64,121159,12.1,12.1
343669,1,6,2,3,2,0,0,0,0,6,12,66,120483,11.16,22.32
343670,1,6,3,2,3,1,1,0,0,2,12,64,120071,16.58,49.74
343699,1,7,4,2,2,0,0,0,2,3,12,63,120323,27.75,111
343703,1,3,2,2,2,1,0,0,0,6,12,65,121498,6.49,12.98
343795,2,3,1,0,0,0,0,0,0,0,12,65,121531,14.51,14.51
343811,2,3,2,3,2,1,0,0,0,2,12,63,121107,11.33,22.66
343813,1,3,1,1,1,0,0,0,0,5,12,63,121039,14.85,14.85
343814,2,7,1,0,0,1,0,0,0,2,12,64,120946,32.01,32.01
343837,1,3,1,2,1,1,0,0,0,2,12,64,122048,16.54,16.54
343871,1,2,1,1,1,0,0,0,0,2,12,67,121817,42.04,42.04
343875,3,2,2,1,2,0,0,0,0,0,12,65,121199,20.65,41.3
343879,3,3,1,1,1,0,0,0,0,2,12,64,122059,9.51,9.51
343899,1,6,3,2,3,3,0,0,0,8,12,63,121397,6.04,18.12
343916,1,6,3,2,3,2,0,0,1,8,12,65,122143,17.52,52.56
343927,1,5,3,4,3,2,0,0,0,13,12,64,122095,15.34,46.02
343928,1,6,2,2,2,2,0,2,0,7,12,64,121517,15.37,30.74
343989,1,2,2,0,0,0,0,0,2,5,12,63,121105,13.84,27.68
343999,1,3,3,2,2,2,0,0,0,4,12,64,121945,20.52,61.56
344037,1,5,2,2,2,2,0,0,0,5,12,69,120801,15.11,30.22
344049,1,6,3,2,2,2,0,0,1,15,12,64,121596,10.42,31.26
344087,3,5,4,2,2,1,0,0,1,13,12,64,122078,33.92,135.68
344117,3,2,5,2,5,1,1,0,3,14,12,64,122109,36.04,180.2
344138,2,4,2,2,2,2,0,0,0,4,12,64,120055,52.22,104.44
344158,1,5,2,1,2,0,0,0,0,0,12,64,122075,13.36,26.72
344191,1,6,4,2,2,2,0,0,2,8,12,63,120323,43.48,173.92
344195,1,7,4,2,2,2,0,0,1,6,12,65,121497,13.46,53.84
344233,1,7,2,2,2,0,0,0,0,6,12,64,122098,8.26,16.52
344238,1,2,2,2,2,2,0,2,0,11,12,64,121241,7.79,15.58
344243,1,6,4,3,3,1,2,0,2,14,12,64,121435,16.96,67.84
344442,1,7,2,1,1,0,0,0,0,0,12,64,121435,8.06,16.12
344559,2,2,1,1,1,0,0,0,0,2,12,64,121066,13.19,13.19
344595,1,6,2,2,2,1,0,0,0,4,12,64,121030,16.09,32.18
344601,1,3,2,2,2,1,0,0,0,2,12,63,121397,14.35,28.7
344616,1,6,5,4,5,3,2,0,2,14,12,64,122088,34.61,173.05
344637,1,4,3,4,3,2,0,0,0,4,12,64,120296,21.28,63.84
344672,1,4,3,3,3,2,0,0,0,10,12,64,122095,17.4,52.2
344723,3,3,1,0,1,0,0,0,0,3,12,63,121049,12.42,12.42
344800,1,7,2,2,2,2,0,0,0,4,12,64,122089,18.32,36.64
344816,2,2,2,1,1,0,0,0,0,0,12,64,120055,15.17,30.34
344872,3,7,1,2,1,1,0,1,0,1,12,64,122066,16.23,16.23
344878,1,7,4,1,1,0,0,0,2,4,12,63,120346,19.25,77
344928,1,1,4,1,2,2,1,0,2,13,12,64,121575,18.03,72.12
344936,1,6,2,2,2,0,0,0,0,3,12,67,120202,15.03,30.06
344960,1,3,3,1,2,1,2,0,1,4,12,67,120604,91.64,274.92
344970,1,7,3,3,3,0,0,0,0,9,12,64,120073,22.91,68.73
345019,3,4,2,2,2,1,0,0,0,3,12,64,121036,14.13,28.26
345057,3,7,2,1,2,0,0,0,0,4,12,63,122040,13.99,27.98
345069,1,3,2,5,2,1,0,0,0,2,12,67,120606,5.84,11.68
345112,1,4,3,2,2,1,2,1,1,7,12,65,121506,27.33,81.99
345158,3,4,1,2,1,0,0,0,0,0,12,65,121984,15.43,15.43
345206,1,2,2,1,1,0,0,0,0,4,12,64,121134,8.5,17
345248,1,4,1,3,1,1,0,0,0,4,12,64,122109,14.38,14.38
345265,1,6,4,3,3,1,2,1,2,18,12,65,121376,36.23,144.92
345267,1,3,2,1,1,1,0,0,1,5,12,64,121960,10.08,20.16
345274,3,2,1,1,1,0,0,0,0,0,12,64,122091,10.91,10.91
345276,1,4,2,1,2,0,0,0,0,6,12,67,120202,13.03,26.06
345314,1,2,1,1,1,0,0,0,0,2,12,65,121505,19.26,19.26
345336,1,7,2,3,2,2,0,0,0,4,12,64,121234,18.38,36.76
345345,1,2,2,1,2,0,0,0,0,0,12,65,121498,6.49,12.98
345360,3,4,2,2,2,2,0,0,0,4,12,69,121634,21.28,42.56
345413,1,3,1,1,1,0,0,0,0,4,12,69,121147,16.88,16.88
345479,1,4,2,2,2,0,0,0,0,8,12,69,121634,11.28,22.56
345482,1,5,3,2,3,2,1,0,1,11,12,64,122076,21.98,65.94
345556,2,2,1,0,1,0,0,0,0,0,12,64,121581,13.07,13.07
345593,1,5,2,2,2,0,0,0,0,8,12,65,122123,11.53,23.06
345667,1,4,3,2,3,1,1,0,0,4,12,63,122038,27.28,81.84
345703,1,6,2,2,2,2,0,0,0,4,12,65,120413,13.99,27.98
345746,1,7,10,0,0,1,0,1,3,0,12,68,120700,18.34,183.4
345747,1,6,2,2,2,1,0,1,0,0,12,63,122038,14.18,28.36
345797,1,7,2,2,2,0,0,0,0,2,12,65,121478,9.61,19.22
345803,1,5,2,2,2,0,0,0,0,7,12,64,122076,12.84,25.68
345812,1,2,5,1,2,1,0,0,2,10,12,64,121964,56.47,282.35
345833,2,2,1,1,1,0,0,0,0,2,12,63,121687,14.02,14.02
345880,1,1,2,1,1,0,1,1,0,4,12,69,121632,11.28,22.56
345912,1,5,2,2,2,0,0,0,0,5,12,63,121399,12.28,24.56
345917,1,4,1,2,1,1,0,0,1,1,12,65,120106,6.13,6.13
345930,1,4,4,3,3,2,0,1,1,4,12,66,120151,22.68,90.72
345944,1,6,3,3,2,2,0,1,1,17,12,63,121289,24.81,74.43
345947,1,7,3,4,3,1,2,0,1,6,12,64,122076,13.94,41.82
345958,1,7,4,3,2,2,0,0,1,6,12,69,120746,18.36,73.44
345995,1,5,4,3,3,2,0,0,1,6,12,64,120369,31.53,126.12
346005,1,7,2,1,2,0,0,0,0,4,12,63,121289,9.45,18.9
346094,1,5,2,3,2,2,0,0,0,4,12,66,120426,17.89,35.78
346108,1,4,2,2,2,0,1,0,0,6,12,63,120351,9.55,19.1
346136,1,4,3,5,3,0,2,0,0,15,12,65,121490,13.88,41.64
346152,1,5,2,2,2,0,0,0,0,4,12,63,121903,7.87,15.74
346179,1,6,3,3,2,2,0,0,0,4,12,65,120093,27.78,83.34
346227,1,3,1,1,1,1,0,0,0,0,12,69,120801,29.17,29.17
346245,1,2,1,1,1,0,0,0,0,2,12,65,121987,19.25,19.25
346303,1,3,2,2,99,0,0,0,0,0,12,64,121413,12.11,24.22
346409,1,7,1,0,0,0,0,0,0,2,12,64,121603,9.97,9.97
346417,2,2,1,1,1,0,1,0,0,2,12,65,122127,16.06,16.06
346454,1,4,2,2,2,2,0,0,0,4,12,65,122127,9.71,19.42
346485,1,6,4,2,2,1,0,0,2,7,12,64,121186,19.12,76.48
346486,1,3,3,3,3,1,0,0,1,6,12,64,121243,12.32,36.96
346497,2,4,2,2,2,0,0,0,0,2,12,65,120333,19.46,38.92
346504,2,1,2,0,1,0,0,0,0,4,12,64,121133,18.73,37.46
346661,1,5,2,2,2,2,0,1,0,4,12,65,121793,7.44,14.88
346701,1,3,2,1,1,0,1,0,0,8,12,64,120053,19.34,38.68
346707,1,7,4,2,99,1,0,0,3,9,12,63,121046,38.8,155.2
346709,1,6,3,2,2,2,0,0,0,12,12,64,120372,24.77,74.31
346717,3,3,2,1,1,1,1,0,0,5,12,63,120959,23.04,46.08
346749,1,7,2,2,2,1,1,0,0,4,12,64,120053,18.38,36.76
346765,2,2,2,2,2,0,1,0,1,4,12,64,121333,44.25,88.5
346782,1,4,2,2,2,1,0,0,0,2,12,66,120165,14.14,28.28
346813,3,4,3,2,2,1,1,1,0,4,12,65,121505,26.58,79.74
346826,2,2,1,1,0,0,0,0,0,0,12,63,121327,8.85,8.85
346876,2,2,1,1,1,0,0,0,0,2,12,65,121662,29.12,29.12
346919,1,3,2,3,2,0,0,0,0,4,12,65,121483,7.74,15.48
346970,3,4,5,2,2,2,0,0,2,7,12,63,122038,12.77,63.85
346977,2,7,1,1,1,0,0,0,0,0,12,64,121975,6.84,6.84
346986,1,3,1,1,1,0,0,0,0,2,12,64,122109,5.5,5.5
347080,1,3,3,2,3,2,0,2,0,0,12,63,120324,23.9,71.7
347117,1,2,1,1,1,0,0,0,0,2,12,64,121466,11.49,11.49
347134,1,7,5,6,4,3,2,0,1,13,12,69,120759,27.62,138.1
347149,1,5,4,4,4,2,2,0,2,6,12,63,122037,71.99,287.96
347167,1,7,4,2,2,2,0,0,2,9,12,63,121709,37.41,149.64
347239,1,2,3,2,3,1,0,1,2,8,12,64,121457,15.35,46.05
347268,1,7,5,2,2,1,1,0,2,6,12,65,121485,18.53,92.65
347287,1,4,2,2,2,2,0,0,0,4,12,64,120058,15.77,31.54
347298,1,4,3,2,3,1,2,0,2,9,12,63,122036,34.92,104.76
347312,1,7,1,1,1,0,0,0,0,2,12,64,121965,11.55,11.55
347322,1,4,7,3,3,4,1,1,2,18,12,65,121497,27.49,192.43
347327,1,5,2,1,1,1,0,1,1,16,12,64,122081,24.6,49.2
347361,1,5,3,2,2,2,1,0,1,9,12,64,121454,12.74,38.22
347390,2,7,2,1,2,0,0,0,0,0,12,63,121076,10.97,21.94
347393,1,6,2,3,2,1,1,1,0,2,12,64,121134,15.52,31.04
347416,1,7,2,2,1,0,0,0,0,8,12,65,120414,9.06,18.12
347472,1,6,4,2,2,2,0,0,2,4,12,63,121289,22.96,91.84
347530,1,6,4,2,3,2,2,0,2,20,12,63,121409,16.45,65.8
347536,1,6,2,3,2,0,0,0,0,5,12,69,120791,13,26
347583,1,4,1,1,1,1,0,0,0,3,12,64,120043,14.48,14.48
347635,1,7,3,3,3,1,1,0,0,6,12,64,121800,12.62,37.86
347649,2,2,1,0,1,0,0,0,0,3,12,65,120997,17.95,17.95
347676,3,5,2,2,2,2,0,0,0,4,12,65,122142,22.68,45.36
347709,1,7,3,2,2,3,0,0,0,6,12,65,122140,15.72,47.16
347713,1,1,2,2,2,0,0,0,0,0,12,64,121414,12.11,24.22
347722,1,4,2,2,2,0,0,0,0,9,12,64,121036,15.66,31.32
347749,1,7,2,2,2,0,0,0,0,6,12,64,120031,22.57,45.14
347755,1,6,2,1,2,0,0,0,0,8,12,63,121674,15.45,30.9
347769,1,3,2,1,2,0,0,0,0,0,12,66,121218,12.16,24.32
347773,2,2,1,0,1,1,0,0,0,6,12,64,121133,30.63,30.63
347797,3,4,2,1,1,1,0,1,0,10,12,63,120328,15.68,31.36
347856,1,2,2,1,2,0,2,0,0,4,12,64,122092,12.92,25.84
347944,1,2,3,3,3,2,0,0,0,6,12,69,120844,17.15,51.45
347987,1,7,2,2,2,0,0,0,0,4,12,63,121867,15.3,30.6
348017,1,4,1,1,1,0,0,0,0,3,12,65,122122,11.59,11.59
348078,1,3,3,2,2,2,0,0,0,4,12,64,121799,27.22,81.66
348091,1,4,3,2,3,0,0,0,0,6,12,63,120023,22.85,68.55
348242,1,4,2,2,2,1,0,0,0,6,12,65,120336,16.25,32.5
348246,1,7,4,2,3,1,0,0,1,5,12,65,120140,16.75,67
348249,1,2,1,1,1,0,0,0,0,3,12,64,121950,9.24,9.24
348291,2,5,4,2,2,1,0,0,2,17,12,63,120346,20.94,83.76
348332,1,5,3,2,3,1,0,0,1,4,12,65,121488,16.27,48.81
348361,2,4,2,2,2,0,0,0,0,0,12,63,121828,13.09,26.18
348362,1,5,3,3,2,2,1,0,0,12,12,64,121799,35.69,107.07
348421,2,4,2,0,2,0,0,0,0,3,12,64,122083,7.45,14.9
348450,1,6,2,1,2,0,1,0,0,7,12,63,121801,22.27,44.54
348514,1,4,2,2,2,1,1,0,0,4,12,63,121901,8.74,17.48
348516,1,6,4,2,2,2,0,0,2,9,12,65,120403,14.65,58.6
348573,2,7,2,2,2,0,0,0,0,0,12,63,121828,16.54,33.08
348655,1,6,4,2,2,2,0,0,2,8,12,65,121783,46.16,184.64
348724,1,4,2,2,2,1,0,0,1,6,12,63,120011,14.18,28.36
348730,2,3,1,0,0,0,0,0,0,0,12,64,121798,12.02,12.02
348759,1,3,2,2,2,1,0,0,0,2,12,64,121470,9.5,19
348805,1,5,4,2,2,1,0,0,2,2,12,64,121966,20.75,83
348817,1,5,3,2,3,2,0,1,0,4,12,65,122137,15.82,47.46
348831,1,4,2,1,2,0,0,0,0,8,12,63,121407,11.08,22.16
348909,1,3,3,2,2,1,0,0,2,7,12,65,122129,62.08,186.24
348924,1,2,2,2,2,2,0,2,0,2,12,63,121444,12.22,24.44
348937,1,6,3,3,3,2,0,0,0,2,12,64,122075,14.45,43.35
348962,1,6,4,4,3,2,0,0,0,11,12,63,120019,13.37,53.48
348964,1,7,2,2,2,1,0,0,0,4,12,65,120320,14.87,29.74
348976,1,6,2,1,2,1,0,0,0,2,12,67,121714,31.37,62.74
348980,1,3,1,1,1,0,0,0,0,0,12,69,120756,12.17,12.17
349008,1,6,2,2,2,2,0,0,0,4,12,63,121297,11.84,23.68
349013,1,7,2,2,2,0,0,0,0,7,12,69,120273,15.11,30.22
349014,1,7,2,1,1,1,0,0,1,4,12,65,121395,73.27,146.54
349022,1,3,3,2,2,0,0,0,0,5,12,68,121534,17.11,51.33
349051,1,3,2,1,2,1,1,0,0,4,12,64,121048,22.57,45.14
349074,1,6,2,1,1,1,0,0,0,4,12,64,120372,17.29,34.58
349106,1,7,3,3,3,2,1,0,0,6,12,65,121492,15.62,46.86
349143,2,1,1,1,1,0,0,0,0,0,12,64,121066,14.45,14.45
349236,2,2,2,0,0,0,0,0,0,0,12,65,121486,12.72,25.44
349247,1,7,2,2,2,0,2,0,0,6,12,64,120340,16.26,32.52
349344,2,3,3,1,2,0,0,0,0,4,12,64,120981,29.31,87.93
349484,2,4,2,1,2,0,0,0,0,0,12,63,121108,10.97,21.94
349545,1,6,2,3,2,2,0,0,1,8,12,63,122038,28.15,56.3
349552,2,7,2,1,2,0,0,0,0,4,12,64,120044,27.44,54.88
349560,1,1,1,0,0,0,0,0,0,0,12,65,122122,11.59,11.59
349579,2,7,2,2,2,1,0,0,0,9,12,65,120114,27.01,54.02
349617,1,4,5,1,2,2,0,0,1,4,12,64,122081,45.09,225.45
349658,2,4,3,1,2,0,0,0,0,0,12,64,121065,18.9,56.7
349688,2,3,2,3,2,2,0,0,0,6,12,69,121008,48.39,96.78
349714,2,7,1,99,0,0,0,0,0,0,12,64,122056,14.42,14.42
349717,1,1,2,2,2,1,0,0,0,6,12,67,120604,11.03,22.06
349758,1,6,2,2,2,2,0,0,0,4,12,69,121547,25.14,50.28
349763,1,6,4,2,2,2,0,0,0,4,12,64,121411,19.61,78.44
349807,1,5,3,2,2,1,1,0,1,8,12,64,120371,54.2,162.6
349863,3,7,3,1,1,2,0,0,1,4,12,65,121647,35.48,106.44
349986,1,5,2,2,2,2,0,0,0,13,12,69,120844,7.13,14.26
350074,1,7,2,2,2,2,0,0,0,4,12,67,120604,31.37,62.74
350079,1,7,3,3,2,0,0,0,0,5,12,65,121789,6.95,20.85
350161,2,3,2,1,2,0,0,0,0,2,12,64,121279,10.15,20.3
350169,1,4,3,3,3,2,0,1,0,4,12,67,121817,4.81,14.43
350181,1,4,2,1,1,1,0,0,0,6,12,64,121231,12.66,25.32
350187,1,4,3,4,2,1,0,0,0,6,12,67,121817,4.91,14.73
350247,1,2,4,1,3,0,0,0,1,6,12,69,121147,22.16,88.64
350271,1,5,2,2,2,1,1,0,0,2,12,64,121585,19.58,39.16
350315,1,6,4,2,2,2,0,0,2,14,12,64,121422,33.04,132.16
350392,1,3,2,2,2,0,0,0,0,0,12,63,121708,12.29,24.58
350398,1,4,2,2,1,1,0,1,0,2,12,69,121147,21.82,43.64
350451,3,2,1,1,1,1,0,0,0,2,12,64,122066,16.23,16.23
350480,1,4,3,3,3,2,0,0,0,9,12,64,121433,15.74,47.22
350486,1,6,3,3,3,1,1,0,0,7,12,64,121419,18.08,54.24
350488,1,7,4,2,2,2,0,0,2,17,12,63,122036,31.51,126.04
350511,1,2,1,1,1,0,0,0,0,3,12,63,121676,10.06,10.06
350513,1,4,2,3,2,0,0,0,0,9,12,63,121708,14.49,28.98
350522,1,6,4,2,3,2,0,0,2,10,12,64,120071,23.63,94.52
350547,1,5,3,1,1,2,0,1,1,4,12,65,121358,35.88,107.64
350551,1,6,5,3,5,5,0,0,0,8,12,64,122060,35.57,177.85
350624,2,7,2,2,2,0,0,0,0,2,12,63,121044,10.32,20.64
350684,1,2,1,1,1,0,0,0,0,2,12,64,121585,17.31,17.31
350770,2,1,1,1,1,0,0,0,0,3,12,64,122099,16.55,16.55
350795,3,6,2,2,2,0,1,1,0,3,12,63,121298,15.46,30.92
350832,2,3,2,0,1,1,0,0,0,2,12,65,121390,61.57,123.14
350834,1,6,4,2,2,2,0,0,0,8,12,67,120669,9.55,38.2
350842,3,2,1,1,1,0,0,0,0,0,12,69,121634,16.47,16.47
350846,1,2,1,1,1,0,0,0,0,4,12,67,120666,16.87,16.87
350872,2,2,1,0,0,0,0,0,0,0,12,64,121573,11.9,11.9
350911,2,4,1,0,0,1,0,0,1,6,12,63,121329,5.69,5.69
350923,1,6,3,3,3,3,0,0,0,11,12,65,121791,14.86,44.58
350960,2,6,4,1,2,2,0,0,1,8,12,63,120022,13.4,53.6
350985,1,4,2,1,2,0,0,0,0,6,12,63,121872,11.52,23.04
351020,1,6,2,2,2,1,0,0,1,4,12,63,121289,11.24,22.48
351057,1,4,3,2,3,2,0,1,1,8,12,63,121802,33.78,101.34
351069,2,7,1,1,1,0,0,0,0,2,12,65,120985,14.51,14.51
351138,2,7,1,0,0,0,0,0,0,0,12,64,122047,12.1,12.1
351159,1,3,3,2,2,2,0,0,1,11,12,64,121422,28.25,84.75
351231,1,4,2,1,1,0,0,0,0,8,12,64,122069,8.06,16.12
351299,2,4,1,1,1,1,0,0,0,3,12,64,120058,29.65,29.65
351325,3,2,2,1,1,0,0,0,0,6,12,64,121032,14.42,28.84
351357,1,6,3,3,3,3,0,0,0,6,12,67,120604,132.26,396.78
351454,1,2,2,1,1,0,0,0,0,4,12,64,121432,8.52,17.04
351462,1,5,1,1,1,0,0,0,0,4,12,65,121789,18.6,18.6
351487,1,4,4,2,3,2,1,0,1,7,12,63,121405,33.93,135.72
351506,1,6,4,2,3,2,0,0,2,14,12,66,121218,42.02,168.08
351513,3,3,1,1,1,0,1,0,0,8,12,64,121168,8.31,8.31
351523,1,4,2,2,2,2,0,0,0,4,12,64,121454,8.95,17.9
351540,1,2,1,1,1,0,0,0,0,0,12,68,120691,8.89,8.89
351587,1,6,4,4,2,2,0,0,2,5,12,66,121218,12.61,50.44
351594,1,7,2,2,2,1,0,0,0,0,12,63,121398,10.24,20.48
351639,2,2,1,1,1,0,0,0,0,3,12,63,121448,10.79,10.79
351716,1,1,2,1,1,1,0,0,0,2,12,64,121961,11.43,22.86
351742,1,6,2,2,2,2,0,0,0,5,12,63,120321,22.27,44.54
351765,1,4,2,2,2,0,0,0,0,10,12,67,120604,15.03,30.06
351766,1,5,3,2,2,2,0,1,0,7,12,63,121407,19.62,58.86
351802,1,4,4,2,2,2,1,0,2,8,12,64,120299,22.52,90.08
351822,1,5,3,3,2,2,1,0,0,6,12,64,121966,10.8,32.4
351840,1,2,1,1,1,0,0,0,0,0,12,64,122076,4.17,4.17
351892,3,4,2,3,2,1,0,0,0,2,12,64,121168,6.17,12.34
351915,1,4,2,2,2,0,0,0,0,0,12,69,121010,10.81,21.62
351949,3,7,1,0,0,0,0,0,0,0,12,64,122066,16.23,16.23
352047,1,5,2,2,2,1,0,0,0,10,12,64,120064,25.97,51.94
352144,1,2,1,1,1,1,0,0,0,3,12,64,120340,8.25,8.25
352195,1,3,2,2,2,2,0,0,0,5,12,65,122140,14.56,29.12
352206,2,2,2,2,2,0,0,0,0,3,12,64,121767,26.43,52.86
352237,2,2,1,1,1,0,0,0,0,3,12,64,121172,17.07,17.07
352257,1,6,4,2,2,2,0,0,1,2,12,65,122123,20.63,82.52
352294,1,6,3,3,3,2,0,0,1,6,12,64,122094,13.36,40.08
352313,1,4,2,1,2,0,0,0,0,6,12,65,121645,11.36,22.72
352324,1,4,3,2,2,1,0,1,0,0,12,65,121491,20.33,60.99
352405,1,7,2,1,2,0,0,0,0,0,12,65,121497,13.54,27.08
352409,1,4,3,2,2,1,0,0,0,1,12,65,121791,32.28,96.84
352425,1,2,2,1,1,0,1,0,0,2,12,64,121605,17.17,34.34
352566,1,6,2,2,2,0,2,2,0,2,12,63,120013,13.35,26.7
352574,1,7,1,1,1,0,0,0,0,0,12,65,120926,10.98,10.98
352614,1,5,4,3,2,1,0,0,0,6,12,69,121547,22.05,88.2
352655,2,2,1,1,1,0,0,0,0,2,12,65,120118,18.29,18.29
352716,1,7,4,2,2,1,0,0,2,14,12,63,121399,16.59,66.36
352767,1,6,4,2,2,2,1,0,2,8,12,68,120217,25.98,103.92
352825,1,7,5,4,2,1,1,0,3,6,12,69,120877,43.63,218.15
352827,1,3,2,2,2,2,0,0,0,4,12,69,120249,19.57,39.14
352829,1,5,2,2,2,0,0,0,0,6,12,63,121708,10.4,20.8
352856,1,5,3,2,2,2,0,0,1,8,12,64,121413,16.96,50.88
352864,1,4,4,3,3,3,0,0,0,8,12,64,122079,26.65,106.6
352954,1,4,4,1,2,1,0,0,0,10,12,64,120374,19.54,78.16
352958,1,2,1,1,1,0,0,0,0,5,12,65,121488,10.31,10.31
352996,1,4,5,2,2,1,0,1,3,7,12,64,121588,71.8,359
353004,3,2,5,0,0,0,0,0,3,6,12,65,121485,30.2,151
353006,1,6,4,1,2,1,0,0,3,12,12,64,121470,26.68,106.72
353027,1,7,2,2,2,0,0,0,0,10,12,63,121398,11.08,22.16
353034,1,4,2,2,2,0,0,0,0,2,12,63,121710,10.4,20.8
353168,3,2,2,1,1,0,0,0,0,0,12,63,121049,13.18,26.36
353186,1,4,2,4,2,2,0,0,0,4,12,69,120791,15.68,31.36
353187,3,7,2,0,0,0,0,0,0,0,12,65,121662,28.92,57.84
353225,1,6,6,2,4,3,1,1,3,13,12,64,121419,37.72,226.32
353240,1,3,3,2,3,3,0,0,0,4,12,65,121371,42.08,126.24
353442,1,5,4,2,4,1,3,0,1,6,12,67,121712,40.83,163.32
353473,2,2,1,0,0,1,0,0,0,2,12,64,120939,19.93,19.93
353499,1,7,2,2,2,0,0,0,0,8,12,65,121991,14.38,28.76
353518,1,7,4,2,2,2,0,0,2,8,12,65,121394,52.6,210.4
353527,3,2,1,0,0,0,0,0,0,0,12,65,120333,22.19,22.19
353530,1,4,4,2,2,1,1,0,1,10,12,64,121421,28.27,113.08
353550,1,3,2,1,2,0,0,0,0,3,12,64,121605,10.56,21.12
353551,1,2,1,0,1,0,0,0,0,0,12,65,122135,7.01,7.01
353606,1,6,2,3,2,2,0,1,0,2,12,64,121243,14.22,28.44
353798,1,2,4,0,1,3,1,1,0,6,12,65,121390,12.04,48.16
353876,1,4,3,3,3,1,2,0,1,4,12,64,122089,14.58,43.74
353883,1,7,2,3,2,2,0,0,0,13,12,69,120783,26.26,52.52
353915,1,3,2,2,2,1,0,0,0,10,12,65,121785,15.33,30.66
353918,1,6,4,2,2,1,1,0,2,8,12,63,120323,52.1,208.4
353931,1,6,4,2,2,2,0,0,2,12,12,69,120783,21,84
353935,1,4,3,2,2,2,0,0,0,2,12,64,120043,27.41,82.23
354068,1,6,1,1,1,1,0,0,0,7,12,63,121867,17.63,17.63
354129,1,4,5,2,2,2,1,0,3,9,12,64,121421,35.71,178.55
354191,1,4,2,1,2,0,0,0,0,6,12,64,120051,8.11,16.22
354263,1,4,2,2,2,0,1,0,0,5,12,66,121827,14.14,28.28
354279,1,4,4,2,2,1,0,0,2,9,12,64,122066,15.49,61.96
354284,1,2,1,1,1,0,0,0,0,0,12,65,121487,10.31,10.31
354308,1,4,2,2,2,1,1,0,0,4,12,65,121238,15.88,31.76
354323,2,2,1,0,0,0,0,0,0,0,12,65,121354,17.95,17.95
354325,1,3,2,1,2,1,0,0,0,2,12,63,121863,13.99,27.98
354419,2,3,1,2,1,1,0,0,0,2,12,65,120996,29.47,29.47
354429,1,3,1,1,1,0,0,0,0,4,12,68,121809,14.04,14.04
354447,1,2,1,1,1,0,0,0,0,2,12,63,121678,14.85,14.85
