hhld_num,dwell_type,income,n_person,n_vehicle,n_licence,n_emp_ft,n_emp_pt,n_emp_home,n_student,n_hhld_trip,region_hhld,pd_hhld,waterzn_hhld,expf,Pop
237971,2,2,2,1,2,0,0,0,0,4,12,64,122099,18.69,37.38
237986,1,5,4,4,3,1,1,1,2,14,12,64,121575,15.78,63.12
238032,1,6,2,2,2,1,0,0,0,6,12,69,121635,11.28,22.56
238074,1,2,2,1,1,0,0,0,0,4,12,65,121060,8.82,17.64
238079,1,3,2,1,1,0,1,1,0,5,12,64,121974,10.68,21.36
238136,1,3,2,1,2,0,0,0,0,7,12,65,120414,9.06,18.12
238145,1,7,6,2,2,1,0,0,3,13,12,65,120103,15.16,90.96
238198,1,4,4,2,2,2,0,0,2,10,12,65,120103,14.59,58.36
238200,1,7,1,1,1,1,0,0,0,0,12,63,121405,16.99,16.99
238227,2,7,2,1,2,1,0,0,0,2,12,64,121175,27.9,55.8
238264,1,6,1,1,1,0,0,0,0,2,12,65,120924,6.07,6.07
238265,1,4,2,2,2,0,0,0,0,2,12,63,120013,14.18,28.36
238298,1,4,2,2,2,2,0,0,0,4,12,64,120943,16.09,32.18
238319,1,6,3,1,2,2,0,0,0,8,12,64,121240,8.13,24.39
238358,1,5,6,3,4,2,1,0,3,18,12,67,120197,30.44,182.64
238368,1,7,3,2,2,2,0,0,0,4,12,65,120394,35.47,106.41
238398,1,2,1,1,1,0,0,0,0,2,12,64,121974,13.74,13.74
238443,3,4,2,2,2,1,1,0,0,4,12,69,121634,11.01,22.02
238461,1,6,2,2,2,1,1,1,0,2,12,64,122058,29.1,58.2
238511,1,5,2,1,2,1,0,0,0,2,12,64,120083,13.53,27.06
238533,1,3,1,3,1,0,0,0,0,4,12,63,122041,13.36,13.36
238557,3,3,1,1,1,1,0,0,0,2,12,65,120114,29.94,29.94
238630,3,7,4,3,4,2,1,0,2,9,12,64,121413,28.67,114.68
238661,2,3,1,1,1,0,0,0,0,0,12,63,120992,11.74,11.74
238682,1,7,4,2,2,1,0,0,0,8,12,64,121426,15.7,62.8
238721,1,3,1,1,1,0,0,0,0,3,12,63,121289,8.9,8.9
238736,1,7,2,1,2,1,0,0,0,6,12,64,121454,12.1,24.2
238776,1,7,3,2,2,2,0,0,1,8,12,64,120032,6.51,19.53
238794,1,3,1,1,1,0,0,0,0,2,12,63,120010,8.37,8.37
238812,1,3,2,2,2,0,0,0,0,4,12,67,120607,16.08,32.16
238830,1,5,1,2,1,1,0,0,1,4,12,64,121440,4.09,4.09
238831,1,7,2,1,2,2,0,0,0,10,12,63,120321,10.47,20.94
238850,1,6,4,2,2,2,0,1,2,12,12,64,120372,5.18,20.72
238875,1,3,3,1,1,1,0,0,2,2,12,63,120014,15.64,46.92
238926,1,4,2,1,1,0,0,0,0,4,12,64,122073,8.06,16.12
238936,1,2,2,3,1,1,0,1,0,2,12,64,121465,9.5,19
238961,1,7,2,2,2,2,0,0,0,13,12,63,122035,13.95,27.9
238980,3,6,1,1,1,1,0,0,0,2,12,64,121469,13.65,13.65
239001,1,7,3,3,3,0,1,0,0,6,12,64,121273,18.28,54.84
239035,2,4,2,2,2,2,0,0,0,6,12,63,121867,18.18,36.36
239053,1,3,2,1,2,0,0,0,0,14,12,65,121489,7.95,15.9
239123,2,1,1,1,1,0,0,0,0,2,12,64,122056,14.42,14.42
239151,1,7,4,2,2,1,0,0,2,10,12,65,120103,13.05,52.2
239159,1,5,4,1,1,1,1,0,2,19,12,63,120007,17.76,71.04
239160,1,6,2,2,2,1,0,0,0,4,12,65,122123,12.05,24.1
239206,1,4,2,2,2,1,1,0,0,8,12,64,122110,9.5,19
239221,1,3,2,2,2,1,0,1,0,4,12,65,122140,7.27,14.54
239228,1,3,3,1,1,1,0,0,1,2,12,65,121355,41.1,123.3
239241,1,7,6,1,2,3,0,0,3,17,12,64,121033,30.11,180.66
239343,1,4,1,1,1,1,0,0,0,2,12,63,120321,4.62,4.62
239373,1,4,2,2,2,0,1,0,0,6,12,63,121673,15.11,30.22
239382,2,2,1,0,0,0,0,0,0,0,12,64,121037,15.3,15.3
239443,1,7,4,3,2,1,0,0,2,18,12,63,120346,19.63,78.52
239461,1,3,2,2,2,0,0,0,0,4,12,63,121444,11.08,22.16
239524,1,4,2,2,2,1,0,0,0,2,12,64,121575,10.68,21.36
239540,1,3,4,1,2,2,0,0,0,4,12,63,121039,20.89,83.56
239627,1,3,1,1,1,0,0,0,0,8,12,64,121468,8.89,8.89
239640,1,2,2,2,2,0,0,0,0,4,12,64,120063,17.2,34.4
239680,2,2,1,0,1,0,0,0,0,2,12,65,121996,18.29,18.29
239698,1,4,3,1,1,0,1,0,1,6,12,65,121789,20.02,60.06
239717,1,7,2,1,2,0,0,0,0,6,12,64,121605,10.08,20.16
239730,1,7,5,4,5,3,0,0,3,8,12,63,120007,69.32,346.6
239744,1,7,4,2,2,2,0,0,2,7,12,65,121238,15.49,61.96
239796,1,4,4,2,2,2,0,0,2,8,12,65,121498,23,92
239863,1,2,2,1,2,0,0,0,0,4,12,64,120051,8.11,16.22
239880,1,7,2,2,2,0,1,0,0,4,12,65,122135,16.66,33.32
239901,3,7,3,1,1,1,0,0,2,7,12,64,122085,16.26,48.78
239912,3,7,3,2,2,2,0,0,0,4,12,64,120068,32.42,97.26
239918,2,3,2,1,1,1,0,0,1,2,12,64,121132,24.18,48.36
239939,2,3,1,1,1,0,0,0,0,0,12,64,122059,21.2,21.2
240016,1,4,3,1,1,1,0,0,2,8,12,64,121426,40.48,121.44
240022,3,7,2,1,2,0,0,0,0,0,12,63,122043,10.65,21.3
240052,1,2,3,1,2,0,2,0,2,2,12,64,120058,45.03,135.09
240074,1,2,1,1,1,0,0,0,0,2,12,65,122140,4.24,4.24
240121,1,7,2,2,2,2,0,0,0,4,12,64,120051,17.95,35.9
240147,1,4,3,3,3,3,0,0,0,7,12,65,121645,23.54,70.62
240149,1,3,2,2,2,1,0,0,0,3,12,63,122038,15.45,30.9
240224,1,4,2,2,1,0,0,0,0,2,12,69,120755,21.27,42.54
240248,1,6,5,2,2,2,0,1,2,8,12,65,121238,36,180
240264,1,4,5,2,2,1,1,1,3,4,12,69,120273,25.13,125.65
240272,3,5,2,2,2,0,0,0,0,2,12,63,122034,38.67,77.34
240333,1,6,4,2,2,2,0,1,1,4,12,64,122110,19.3,77.2
240339,1,4,5,4,4,4,0,0,1,14,12,64,120043,25.62,128.1
240357,1,4,2,2,1,0,0,0,0,0,12,67,120529,5.76,11.52
240388,2,4,3,2,2,1,0,0,1,4,12,64,121138,78.79,236.37
240394,1,4,2,2,2,2,0,0,0,4,12,65,122129,15.21,30.42
240404,1,4,2,2,2,2,0,0,0,2,12,64,121261,12.33,24.66
240472,1,6,2,2,2,2,0,1,0,4,12,64,120312,9.11,18.22
240480,1,3,3,3,3,2,0,0,0,6,12,69,120844,10.3,30.9
240523,1,4,2,2,2,0,0,0,0,7,12,64,120076,13.53,27.06
240529,2,2,1,0,1,0,0,0,0,0,12,64,121164,13.8,13.8
240558,1,6,3,3,3,3,0,0,0,6,12,63,122041,33.04,99.12
240560,2,2,1,0,0,0,0,0,0,0,12,65,121645,17.95,17.95
240567,1,6,5,2,2,2,0,0,1,4,12,65,122128,73.62,368.1
240570,1,7,2,2,2,2,0,0,0,6,12,64,121596,10.9,21.8
240611,1,6,3,2,2,1,0,1,1,6,12,65,122128,18.26,54.78
240619,3,4,2,2,2,2,0,1,0,4,12,64,122065,28.77,57.54
240644,1,7,3,1,2,2,1,0,1,7,12,65,121981,24.73,74.19
240696,3,6,2,1,2,1,0,0,0,9,12,63,121409,17.04,34.08
240759,2,3,1,1,1,0,0,0,0,7,12,64,122083,6.84,6.84
240776,1,4,3,3,99,2,0,0,0,9,12,64,122095,13.58,40.74
240785,1,3,1,1,1,0,0,0,0,5,12,64,122050,5.08,5.08
240798,1,2,1,1,1,0,0,0,0,2,12,64,121605,10.83,10.83
240839,1,4,2,2,2,0,0,0,0,4,12,63,120349,7.84,15.68
240840,1,3,3,3,3,2,0,0,0,10,12,65,121663,30.12,90.36
240856,1,6,5,2,2,2,0,0,2,9,12,65,121394,16.93,84.65
240890,1,2,1,1,1,1,0,0,0,2,12,64,120055,16.1,16.1
240923,1,3,4,3,3,2,1,0,1,8,12,64,121426,27.7,110.8
240981,1,6,3,2,2,2,0,0,1,6,12,65,122137,20.67,62.01
240982,3,7,2,1,1,0,0,0,0,0,12,64,120057,6.85,13.7
241010,1,2,1,1,1,1,0,0,0,4,12,68,120671,31.34,31.34
241057,1,6,5,3,3,2,1,0,1,6,12,64,121067,59.23,296.15
241065,2,4,2,1,2,0,0,0,0,6,12,64,120075,12.17,24.34
241074,1,7,2,2,2,0,0,0,0,6,12,64,121134,12.83,25.66
241152,1,4,2,1,2,0,1,0,0,4,12,64,120031,8.85,17.7
241194,1,3,2,3,1,1,0,0,0,3,12,64,121961,57.76,115.52
241252,2,2,1,0,0,0,0,0,0,2,12,64,121950,15.27,15.27
241316,2,2,1,1,1,0,1,0,0,4,12,64,120054,26.48,26.48
241328,1,5,3,2,3,2,1,0,1,8,12,65,121497,22.17,66.51
241336,1,4,2,3,2,0,0,0,0,14,12,69,121147,11.28,22.56
241340,1,6,3,2,2,2,0,0,1,8,12,64,120082,31.63,94.89
241352,2,3,2,1,2,0,0,0,0,0,12,65,122023,27.25,54.5
241414,3,7,2,2,2,1,1,0,0,2,12,64,120082,19.87,39.74
241503,2,4,1,1,1,0,0,0,0,6,12,64,121132,16.21,16.21
241518,1,6,2,2,2,2,0,0,0,4,12,64,122076,13.14,26.28
241534,1,4,2,2,2,1,0,0,0,4,12,67,121831,32.31,64.62
241539,1,4,3,4,3,1,1,0,0,4,12,64,120064,28.69,86.07
241680,1,6,5,2,2,2,0,0,4,9,12,64,121799,36.39,181.95
241697,1,3,2,1,1,1,0,0,0,2,12,65,121371,4.83,9.66
241794,3,7,2,2,2,0,0,0,0,7,12,65,121505,24.46,48.92
241806,1,7,1,1,1,0,0,0,0,0,12,69,121157,16.88,16.88
241840,2,5,2,3,2,1,0,0,0,18,12,64,121703,30.14,60.28
241950,1,7,2,1,2,1,1,0,0,4,12,65,121981,15.39,30.78
241995,1,3,2,1,2,0,0,0,0,0,12,64,122069,8.06,16.12
242009,1,5,4,2,3,2,1,0,2,12,12,65,120394,14.59,58.36
242033,1,2,1,1,1,0,0,0,0,2,12,64,122092,18.49,18.49
242035,1,3,3,2,2,1,0,0,1,7,12,65,121482,15.85,47.55
242058,1,6,6,2,2,2,0,0,4,12,12,64,120301,37.81,226.86
242060,1,2,2,1,2,0,0,0,0,0,12,63,121674,12.29,24.58
242094,1,1,2,1,2,0,0,0,0,2,12,66,120523,9.26,18.52
242121,2,1,1,0,0,0,0,0,0,2,12,64,120933,13.33,13.33
242133,1,2,2,1,2,0,0,0,0,6,12,65,120133,5.72,11.44
242527,1,1,2,1,2,0,0,0,0,3,12,67,120631,14.91,29.82
242603,1,7,3,3,3,1,0,0,0,4,12,65,121482,9.78,29.34
242637,1,7,2,4,2,1,1,1,1,2,12,69,120267,10.12,20.24
242682,3,4,3,1,2,1,0,0,0,8,12,64,121573,22.51,67.53
242686,1,7,2,2,2,0,1,1,0,4,12,69,120798,15.68,31.36
242711,1,2,1,1,1,0,0,0,0,0,12,68,121811,14.04,14.04
242724,1,7,2,2,2,0,0,0,0,0,12,66,121742,5.41,10.82
242917,2,3,2,2,2,0,0,0,0,2,12,66,120427,48.26,96.52
242932,1,3,2,2,2,2,0,0,0,2,12,64,121799,26.46,52.92
243101,1,3,2,2,2,2,0,2,0,4,12,69,120851,15.11,30.22
243352,3,2,4,0,1,2,0,0,1,7,12,64,121037,9.17,36.68
243494,3,7,2,1,2,0,0,0,0,0,12,64,121170,7.2,14.4
243665,1,2,1,1,1,0,0,0,0,2,12,63,122038,13.66,13.66
243695,1,7,2,3,2,1,0,0,0,3,12,63,120003,12.02,24.04
244156,1,1,1,2,0,0,0,0,0,0,12,64,121770,20.58,20.58
244183,3,6,3,3,3,3,0,0,0,8,12,64,120081,27.51,82.53
244230,3,4,2,2,2,2,0,0,0,7,12,65,120926,27.69,55.38
244286,1,3,1,1,1,1,0,0,0,9,12,66,120475,13.17,13.17
244400,1,6,5,4,3,2,0,0,3,10,12,64,121435,31.27,156.35
244404,1,4,2,2,2,1,0,0,0,14,12,69,120877,15.11,30.22
244431,1,5,2,2,2,1,1,0,0,4,12,69,120775,14.24,28.48
245151,2,2,1,0,1,0,0,0,0,0,12,65,120997,18.29,18.29
245242,2,2,1,0,0,0,0,0,0,2,12,64,121030,22.4,22.4
247291,3,7,2,2,2,2,0,0,0,6,12,65,121238,26.53,53.06
247579,1,1,5,3,5,0,0,0,5,10,12,63,120348,20.46,102.3
247764,1,5,2,2,2,1,1,0,0,6,12,67,120529,5.1,10.2
248145,1,5,4,2,2,1,0,0,0,2,12,63,121407,15.19,60.76
248335,1,4,2,1,1,1,0,0,0,2,12,64,121799,12.99,25.98
248349,1,7,3,3,2,2,0,0,1,8,12,63,121405,16.45,49.35
248377,1,4,4,2,2,2,0,0,2,6,12,65,122139,42.29,169.16
248561,1,3,4,3,2,2,0,0,0,7,12,64,121435,17.14,68.56
248819,1,7,2,1,2,2,0,2,0,0,12,66,121721,11.16,22.32
249152,1,6,2,1,2,0,0,0,1,8,12,63,121046,19.73,39.46
249167,1,4,4,0,0,1,0,0,2,4,12,68,120671,24.44,97.76
249171,1,6,2,2,2,2,0,0,0,8,12,64,120371,15.34,30.68
249204,1,7,3,2,2,1,1,0,0,14,12,65,120413,12.13,36.39
249240,1,6,5,5,5,2,2,0,0,6,12,65,121981,34.72,173.6
249305,1,7,9,0,1,2,1,3,2,2,12,69,120720,26.45,238.05
249511,1,4,4,2,2,1,0,1,2,6,12,65,121238,14.67,58.68
249530,1,4,5,1,2,1,0,0,2,9,12,63,121289,25.4,127
249638,1,2,2,2,2,0,0,0,0,2,12,69,120877,10.12,20.24
249644,1,7,2,2,2,1,0,0,0,5,12,63,120351,12.83,25.66
249749,1,2,3,0,0,1,0,0,0,2,12,68,121758,15.19,45.57
249848,3,7,2,1,1,1,0,0,1,2,12,64,122066,23.43,46.86
249934,1,3,3,1,1,1,0,0,2,8,12,64,121773,42.8,128.4
249992,1,6,4,4,4,4,0,0,0,6,12,66,121739,27.36,109.44
250079,1,4,2,2,2,0,0,0,0,8,12,69,120248,9.63,19.26
250126,1,4,6,6,6,3,3,5,3,20,12,69,120759,26.93,161.58
250279,1,4,3,3,3,2,0,0,0,7,12,66,121718,6.58,19.74
250414,2,6,4,4,4,4,0,1,0,4,12,64,120083,28.78,115.12
250432,1,4,4,2,2,2,0,0,1,6,12,63,122038,23.7,94.8
250542,1,2,2,2,2,1,0,1,0,2,12,68,121758,18.29,36.58
250560,1,3,1,0,1,1,0,0,0,2,12,64,121775,13.36,13.36
250623,3,7,2,2,2,1,0,0,0,1,12,65,121484,22.84,45.68
251084,1,4,2,2,2,2,0,0,0,4,12,65,120133,5.05,10.1
251217,1,6,2,2,2,1,0,0,0,4,12,69,120787,19.03,38.06
251776,1,6,5,2,2,1,1,0,4,10,12,67,121542,44.18,220.9
252641,1,4,4,0,2,1,1,0,2,18,12,64,121175,28.52,114.08
254149,1,6,4,2,4,2,0,0,2,14,12,63,121801,30.37,121.48
254776,1,6,4,2,2,2,0,0,0,6,12,64,120065,18.55,74.2
255482,1,3,2,1,2,1,0,1,0,13,12,67,120541,14.91,29.82
255780,1,2,1,1,1,0,0,0,0,0,12,65,121492,19.9,19.9
255808,1,7,7,2,3,1,1,0,2,4,12,68,120700,29.58,207.06
255955,1,5,3,3,2,1,0,0,0,2,12,64,122081,19.32,57.96
256167,1,2,1,1,1,0,1,1,0,2,12,64,120055,10.83,10.83
256431,1,3,4,2,3,2,1,0,2,9,12,64,121517,19.26,77.04
256477,1,3,2,1,2,0,0,0,0,3,12,64,121036,7.53,15.06
260391,1,1,1,0,0,0,0,0,1,0,12,63,121094,10.18,10.18
261234,1,7,5,3,3,2,2,0,3,13,12,65,122136,66.76,333.8
262158,2,5,1,1,1,1,0,0,0,2,12,65,121369,57.91,57.91
266731,1,5,4,3,2,2,0,0,1,6,12,69,120842,34.79,139.16
267119,2,4,5,1,2,2,0,0,0,6,12,64,120045,54.8,274
269570,1,7,2,1,2,0,0,0,0,4,12,64,120372,7.55,15.1
275205,3,1,1,1,1,0,0,0,0,2,12,64,120380,10.36,10.36
275209,2,7,2,3,2,0,1,0,0,4,12,65,121983,30.79,61.58
275224,1,5,3,2,3,1,1,0,1,8,12,64,122089,35.19,105.57
275243,1,3,2,2,2,0,0,0,0,2,12,64,120082,9.12,18.24
275270,1,7,2,2,2,1,0,1,0,2,12,64,120371,7.94,15.88
275277,1,4,3,2,2,2,0,0,1,6,12,64,120053,16.82,50.46
275279,3,6,2,2,2,1,0,0,0,9,12,63,120019,18.24,36.48
275303,1,6,4,2,2,1,1,0,0,7,12,63,121709,15.99,63.96
275311,1,4,2,2,2,0,0,0,0,10,12,63,122042,10.17,20.34
275330,3,4,2,1,2,0,0,0,0,0,12,64,122065,10.39,20.78
275403,1,4,1,1,1,1,0,0,0,2,12,64,122048,16.54,16.54
275453,1,5,4,3,3,2,1,0,2,12,12,64,121413,28.35,113.4
275500,3,3,4,2,2,1,1,0,2,6,12,67,121817,29.32,117.28
275547,1,2,3,1,2,1,0,0,1,4,12,64,120371,10.65,31.95
275564,1,7,3,1,2,2,1,0,1,8,12,64,121436,51.46,154.38
275574,3,6,2,2,2,1,0,0,0,6,12,65,120137,19.44,38.88
275575,1,7,2,1,2,0,0,0,0,4,12,67,120666,12.36,24.72
275592,1,5,2,2,2,0,0,0,0,0,12,65,121488,9.86,19.72
275599,1,6,3,2,2,2,0,0,1,4,12,64,120371,13.31,39.93
275616,1,4,2,1,2,0,0,0,0,10,12,65,120116,14.22,28.44
275620,2,7,1,1,1,0,0,0,0,2,12,64,122064,23.03,23.03
275623,1,5,2,5,2,2,0,0,0,8,12,65,122128,27.05,54.1
275704,2,4,1,1,1,1,0,0,0,0,12,64,122083,12.41,12.41
275829,2,7,2,0,0,0,0,0,0,2,12,64,121947,13.08,26.16
275838,1,5,3,3,2,2,0,0,1,5,12,69,121630,28.59,85.77
275854,3,2,1,1,1,0,0,0,0,7,12,65,121489,17.84,17.84
275859,1,6,4,2,4,3,0,0,1,14,12,63,121405,22.18,88.72
275868,1,7,2,2,2,1,0,0,0,4,12,64,121603,26.28,52.56
275893,3,7,3,1,1,1,0,0,1,4,12,65,122121,23.52,70.56
275960,1,2,1,1,1,0,0,0,0,0,12,64,120043,13.32,13.32
275966,2,3,3,2,2,1,1,0,0,5,12,64,121263,25.79,77.37
276010,1,4,2,2,2,2,0,0,0,8,12,65,121478,10.21,20.42
276053,2,2,1,1,1,0,0,0,0,2,12,64,121966,21.49,21.49
276072,1,3,2,1,2,0,0,0,0,4,12,67,120202,13.03,26.06
276181,1,6,5,2,2,2,0,0,2,17,12,63,120346,31.51,157.55
276202,2,4,2,2,2,0,0,0,0,12,12,65,121983,19.07,38.14
276210,1,7,2,2,99,1,0,0,0,2,12,65,122024,9.43,18.86
276219,1,7,2,2,2,0,0,0,0,6,12,64,121036,20.38,40.76
276220,1,3,2,2,2,0,0,0,0,12,12,69,121147,11.28,22.56
276241,1,4,4,2,2,2,0,0,2,13,12,65,122129,34.09,136.36
276258,1,7,3,3,3,2,1,0,0,2,12,66,120445,99.74,299.22
276280,1,7,2,2,2,0,0,0,0,4,12,65,120925,14.29,28.58
276286,1,4,2,3,2,1,0,0,0,5,12,64,120371,12.79,25.58
276367,2,1,1,0,0,0,0,0,0,0,12,65,121531,14.51,14.51
276424,1,4,4,2,2,2,0,0,2,12,12,63,121615,23.88,95.52
276442,1,7,4,2,2,2,0,0,2,8,12,65,121490,34.28,137.12
276444,1,4,3,3,3,1,1,0,0,5,12,64,120065,13.21,39.63
276484,2,2,1,1,1,0,0,0,0,0,12,65,121492,21.06,21.06
276491,1,2,3,2,3,3,0,0,0,8,12,65,122025,61.5,184.5
276492,1,3,2,1,1,0,0,0,0,0,12,65,122026,13.46,26.92
276493,1,7,2,2,2,1,1,0,0,4,12,65,120115,14.53,29.06
276506,1,6,3,2,2,2,0,0,1,17,12,63,121409,25.13,75.39
276510,1,6,2,2,2,1,0,0,0,18,12,65,122137,14.56,29.12
276524,1,5,2,2,2,2,0,0,0,5,12,65,120150,16.8,33.6
276539,1,7,1,1,1,1,0,0,0,2,12,63,120013,12.04,12.04
276545,1,7,2,5,2,1,1,2,0,0,12,64,121596,10.9,21.8
276588,1,2,2,2,2,0,0,0,0,4,12,65,122122,12.05,24.1
276597,1,4,5,2,2,1,1,0,2,10,12,64,121170,30.44,152.2
276604,2,4,2,1,2,0,0,0,0,3,12,63,121022,13.3,26.6
276648,2,4,1,1,1,0,0,0,0,2,12,64,121926,21.98,21.98
276705,1,6,2,3,2,2,0,0,1,6,12,64,122109,10.2,20.4
276826,1,6,5,2,3,2,1,0,3,15,12,63,122042,45.83,229.15
276852,1,7,2,1,1,0,0,0,0,2,12,64,121418,7.81,15.62
276870,1,7,3,2,2,1,0,0,1,6,12,65,122121,18.97,56.91
276892,1,2,1,1,1,0,0,0,0,4,12,64,121442,8.97,8.97
276894,3,5,1,1,1,1,0,0,0,2,12,65,121365,34.58,34.58
276897,3,7,2,2,2,0,1,1,0,5,12,64,122065,11.46,22.92
276898,1,3,1,1,1,0,1,1,0,0,12,67,120206,42.04,42.04
276915,3,7,2,2,2,0,0,0,0,3,12,64,121168,7.71,15.42
276933,1,4,1,0,1,0,0,0,0,0,12,63,122039,9.8,9.8
276966,1,4,2,3,2,2,0,0,0,5,12,69,121147,21.42,42.84
277025,1,6,4,3,4,2,2,0,2,8,12,63,122034,18.88,75.52
277038,1,4,3,3,2,2,0,1,0,5,12,64,121144,28.16,84.48
277099,1,6,2,2,2,2,0,0,0,2,12,65,121488,10.48,20.96
277169,1,6,2,3,2,1,0,0,0,5,12,65,122125,7.13,14.26
277232,2,2,3,1,2,0,2,0,0,4,12,64,121279,21.45,64.35
277251,1,5,2,2,2,2,0,0,0,8,12,64,121415,22.87,45.74
277312,1,5,2,2,2,2,0,0,0,6,12,65,122139,16.66,33.32
277355,3,3,3,0,2,1,0,0,0,4,12,64,122063,44.86,134.58
277370,3,3,2,2,2,2,0,0,0,4,12,64,121426,25.46,50.92
277394,1,7,2,2,2,2,0,0,0,4,12,65,121707,16.66,33.32
277400,3,2,1,1,1,0,0,0,0,0,12,65,122003,52.27,52.27
277405,1,2,2,1,2,0,0,0,0,7,12,67,120529,5.1,10.2
277413,2,4,1,1,1,0,0,0,0,2,12,64,121164,13.8,13.8
277434,2,2,1,1,1,0,0,0,0,0,12,64,121943,15.3,15.3
277482,1,4,2,2,2,2,0,0,0,14,12,63,122035,7.72,15.44
277484,1,2,2,3,2,0,0,0,0,4,12,67,120587,9.6,19.2
277512,1,5,3,2,2,2,0,0,1,4,12,67,121817,4.81,14.43
277517,1,4,2,1,2,2,0,0,0,6,12,63,121675,10.32,20.64
277548,1,7,2,0,0,0,0,0,0,0,12,65,121374,9.06,18.12
277565,1,5,4,2,2,2,0,0,1,2,12,66,120497,9.93,39.72
277643,1,5,2,2,2,2,0,0,0,8,12,63,121867,15,30
277743,1,5,6,2,2,1,1,0,3,6,12,64,121413,41.34,248.04
277749,2,6,2,2,2,0,0,0,0,4,12,64,121975,7.45,14.9
277762,1,2,1,1,1,0,0,0,0,0,12,64,120064,9.31,9.31
277767,1,5,2,2,2,1,1,0,0,4,12,64,122084,12.92,25.84
277857,1,4,1,1,1,0,0,0,0,3,12,64,121799,11.46,11.46
277889,1,5,4,2,2,2,0,0,0,7,12,64,120068,16.18,64.72
277891,1,7,2,1,2,0,0,0,0,4,12,64,120372,5.15,10.3
277917,2,3,2,1,1,0,0,0,0,8,12,64,120981,18.69,37.38
277922,1,2,2,2,2,0,0,0,0,2,12,65,120395,4.5,9
277956,3,3,4,1,1,2,1,0,1,12,12,64,120296,17.66,70.64
277988,3,4,1,1,1,1,0,0,1,3,12,63,120352,43.02,43.02
278003,2,2,1,0,0,0,0,0,0,0,12,63,120989,14.02,14.02
278017,1,4,3,1,2,1,1,0,2,15,12,63,120011,30.55,91.65
278050,1,6,2,2,2,1,1,1,0,8,12,69,120797,25.14,50.28
278097,1,6,2,2,2,2,0,0,0,6,12,63,120349,9.77,19.54
278153,1,2,1,3,1,0,0,0,0,0,12,67,120202,16.77,16.77
278164,2,1,1,1,1,0,0,0,0,2,12,64,121133,12.02,12.02
278166,1,6,5,4,4,3,1,0,2,16,12,69,121147,28.37,141.85
278185,1,6,2,1,1,0,0,0,0,2,12,65,122126,8.87,17.74
278212,1,6,3,2,3,2,1,0,1,10,12,63,121863,30.34,91.02
278254,1,7,2,1,2,0,0,0,0,4,12,63,121902,7.54,15.08
278296,2,2,1,1,1,0,0,0,0,2,12,64,121164,12.1,12.1
278303,1,2,2,2,2,1,1,2,0,2,12,64,121067,12.59,25.18
278310,2,2,1,0,1,0,0,0,0,0,12,64,121175,30.11,30.11
278341,1,6,4,2,3,1,2,0,2,10,12,64,122116,28.77,115.08
278353,3,2,2,0,0,0,0,0,0,3,12,65,122135,29.82,59.64
278438,3,3,2,2,2,2,0,1,0,2,12,64,122079,21.86,43.72
278443,1,6,4,4,4,3,0,1,1,8,12,63,122035,30,120
278452,3,3,1,1,1,1,0,0,0,3,12,63,121615,18.3,18.3
278523,2,6,2,2,2,2,0,0,0,6,12,64,120045,35.51,71.02
278586,1,6,3,3,3,1,1,0,2,9,12,64,122049,14.29,42.87
278628,1,2,1,1,1,0,1,0,0,4,12,64,121162,10.43,10.43
278712,1,6,5,2,2,1,0,0,1,9,12,69,121157,16.94,84.7
278748,1,1,2,2,2,0,0,0,0,2,12,65,121489,13.35,26.7
278795,1,4,2,1,2,0,0,0,0,0,12,63,122040,12.02,24.04
278814,1,2,2,1,2,0,0,0,0,0,12,65,120336,6.1,12.2
278886,1,5,2,2,2,2,0,0,0,6,12,64,120054,15.52,31.04
278899,1,4,4,2,2,1,0,0,0,8,12,64,121958,8.94,35.76
278910,1,4,2,2,2,1,0,0,0,4,12,64,121458,9.5,19
278936,2,1,1,0,0,0,0,0,0,0,12,64,121772,34.02,34.02
278986,1,3,2,1,1,0,0,0,0,4,12,65,122001,7.71,15.42
279014,1,6,4,2,3,1,1,0,0,8,12,67,120529,14.04,56.16
279025,1,3,2,3,2,0,2,0,0,6,12,64,120044,15.04,30.08
279217,1,3,1,2,1,0,0,0,0,2,12,69,120783,19.45,19.45
279264,1,5,2,1,2,0,0,0,0,6,12,63,120019,6.69,13.38
279289,1,2,1,1,1,0,0,0,0,5,12,63,121410,8.9,8.9
279364,2,2,1,1,1,0,0,0,0,10,12,64,121926,11.88,11.88
279391,1,2,2,1,1,0,0,0,0,0,12,64,121187,10.7,21.4
279426,1,4,2,2,2,0,0,0,0,3,12,63,121802,12.37,24.74
279430,1,2,3,2,2,0,1,0,1,16,12,65,120105,19.1,57.3
279431,2,1,1,0,0,0,0,0,0,0,12,63,121084,14.55,14.55
279593,2,2,1,1,1,0,0,0,0,0,12,64,121079,12.1,12.1
279638,3,5,4,3,3,1,1,0,0,6,12,64,121422,25.02,100.08
279697,1,3,2,2,2,0,1,0,0,7,12,68,121213,18.29,36.58
279724,2,4,1,1,1,1,0,0,0,2,12,63,120958,24.29,24.29
279755,1,7,2,1,1,0,0,0,0,2,12,64,121134,8.11,16.22
279762,1,7,2,2,2,1,0,0,0,4,12,69,121147,11.28,22.56
279801,3,1,3,0,0,0,0,0,2,2,12,64,120380,18.29,54.87
279842,1,6,3,3,3,2,1,0,0,6,12,65,121342,29.03,87.09
