hhld_num,pers_num,age,sex,driver_lic,tran_pass,emp_stat,occupation,free_park,stu_stat,no_work,n_pers_trip,n_tran_trip,waterzn_emp,waterzn_sch,expf,waterzn_emp
584800,5,1,M,N,N,O,O,O,O,O,0,0,0,0,21.5,0
194845,4,29,F,Y,N,O,O,O,O,O,0,0,0,0,19.91,0
591527,2,56,M,Y,N,O,O,O,O,O,0,0,0,0,50.93,0
594977,4,2,M,N,N,O,O,O,O,O,0,0,0,0,22.57,0
595530,1,38,F,Y,N,O,O,O,O,O,8,0,0,0,23.15,0
215026,3,45,F,Y,N,O,O,O,O,O,5,0,0,0,11.02,0
598309,1,68,M,Y,O,O,O,O,O,O,2,0,0,0,22.11,0
621114,1,43,M,Y,N,O,O,O,O,O,4,0,0,0,17.51,0
623280,1,68,F,Y,N,O,O,O,O,O,0,0,0,0,14.91,0
309946,2,50,F,Y,N,O,O,O,O,O,5,0,0,0,21.33,0
201430,1,85,F,Y,N,O,O,O,O,O,3,0,0,0,10.08,0
202143,2,72,M,Y,N,O,O,O,O,O,0,0,0,0,15.05,0
383467,1,71,F,Y,N,O,O,O,O,O,0,0,0,0,16.08,0
826910,3,2,M,N,N,O,O,O,O,O,0,0,0,0,24.72,0
285852,2,73,M,N,N,O,O,O,O,O,4,0,0,0,15.05,0
224687,1,73,F,Y,N,O,O,O,O,O,4,0,0,0,12.34,0
661082,2,72,M,Y,N,O,O,O,O,O,0,0,0,0,17.17,0
226828,1,27,M,Y,N,O,O,O,O,O,0,0,0,0,18.63,0
289484,1,44,F,Y,N,O,O,O,O,O,2,0,0,0,32.92,0
289484,2,38,M,Y,N,O,O,O,O,O,2,0,0,0,32.92,0
453860,2,67,F,Y,N,O,O,O,O,O,2,0,0,0,9.75,0
4487855,1,67,F,Y,N,O,O,O,O,O,4,0,0,0,10.66,0
277405,2,62,F,Y,N,O,O,O,O,O,4,0,0,0,5.1,0
401467,2,44,F,Y,N,O,O,O,O,O,0,0,0,0,14.01,0
850831,1,78,M,Y,N,O,O,O,O,O,2,0,0,0,12.46,0
850831,2,78,F,Y,N,O,O,O,O,O,2,0,0,0,12.46,0
513739,3,23,M,Y,N,O,O,O,O,O,2,0,0,0,50.92,0
902736,1,66,F,N,N,O,O,O,O,O,2,2,0,0,18.29,0
347769,1,80,M,Y,O,O,O,O,O,O,0,0,0,0,12.16,0
215697,1,68,F,Y,N,O,O,O,O,O,2,0,0,0,3.13,0
215697,2,75,M,Y,N,O,O,O,O,O,4,0,0,0,3.13,0
215952,2,75,F,Y,N,O,O,O,O,O,3,0,0,0,8.06,0
125104,2,68,F,Y,N,O,O,O,O,O,0,0,0,0,8.95,0
141359,1,76,F,N,O,O,O,O,O,O,2,2,0,0,11.22,0
527817,3,2,F,N,N,O,O,O,O,O,0,0,0,0,47.47,0
527817,4,1,M,N,N,O,O,O,O,O,0,0,0,0,47.47,0
466822,6,70,F,N,N,O,O,O,O,O,0,0,0,0,22.02,0
348361,1,78,M,Y,N,O,O,O,O,O,0,0,0,0,13.09,0
344878,1,41,F,Y,N,O,O,O,O,O,4,0,0,0,19.25,0
492581,1,36,F,Y,N,O,O,O,O,O,0,0,0,0,23.1,0
492581,3,0,F,N,N,O,O,O,O,O,0,0,0,0,23.1,0
347749,1,60,F,Y,N,O,O,O,O,O,0,0,0,0,22.57,0
347749,2,62,M,Y,N,O,O,O,O,O,6,0,0,0,22.57,0
523586,1,60,M,Y,N,O,O,O,O,O,0,0,0,0,26.01,0
534755,6,4,M,N,N,O,O,O,O,O,0,0,0,0,20.25,0
566455,3,5,M,N,N,O,O,O,O,O,0,0,0,0,10.95,0
351454,1,77,M,Y,N,O,O,O,O,O,2,0,0,0,8.52,0
353034,2,80,F,Y,N,O,O,O,O,O,0,0,0,0,10.4,0
599288,4,3,F,N,N,O,O,O,O,O,0,0,0,0,37.86,0
219725,1,64,M,Y,N,O,O,O,O,O,3,0,0,0,14.22,0
645671,1,82,F,N,N,O,O,O,O,O,0,0,0,0,14.58,0
358174,1,75,M,Y,N,O,O,O,O,O,7,0,0,0,13.11,0
243665,1,65,F,Y,N,O,O,O,O,O,2,0,0,0,13.66,0
683853,3,0,F,N,N,O,O,O,O,O,0,0,0,0,17.16,0
348817,3,83,M,Y,O,O,O,O,O,O,0,0,0,0,15.82,0
762266,6,3,M,N,N,O,O,O,O,O,0,0,0,0,13.99,0
369171,1,92,F,N,N,O,O,O,O,O,0,0,0,0,11.04,0
850641,1,72,M,Y,N,O,O,O,O,O,2,0,0,0,12.93,0
373109,1,82,M,Y,M,O,O,O,O,O,2,0,0,0,16.51,0
542584,1,68,F,Y,N,O,O,O,O,O,2,0,0,0,22.41,0
312940,1,61,F,Y,N,O,O,O,O,O,5,0,0,0,18.17,0
316420,2,67,M,Y,N,O,O,O,O,O,4,0,0,0,13.01,0
223149,1,80,M,Y,N,O,O,O,O,O,4,0,0,0,9.63,0
319425,1,67,M,Y,N,O,O,O,O,O,0,0,0,0,16.9,0
223869,1,67,M,Y,N,O,O,O,O,O,8,0,0,0,33.95,0
223869,2,69,F,Y,N,O,O,O,O,O,4,0,0,0,33.95,0
340649,1,67,F,Y,N,O,O,O,O,O,3,0,0,0,12.13,0
958595,1,54,M,Y,N,O,O,O,O,O,6,0,0,0,34.09,0
390558,1,64,M,Y,N,O,O,O,O,O,0,0,0,0,30.83,0
231573,1,74,F,Y,O,O,O,O,O,O,0,0,0,0,19.17,0
955055,1,79,F,Y,N,O,O,O,O,O,5,0,0,0,4.68,0
201059,1,76,M,Y,N,O,O,O,O,O,4,0,0,0,13.87,0
236465,1,83,M,Y,N,O,O,O,O,O,0,0,0,0,6.51,0
213774,2,74,F,Y,N,O,O,O,O,O,3,0,0,0,13.11,0
363754,1,66,F,Y,N,O,O,O,O,O,2,0,0,0,17.07,0
214269,2,88,F,N,N,O,O,O,O,O,0,0,0,0,19.8,0
217804,2,71,F,N,N,O,O,O,O,O,2,0,0,0,8.03,0
383723,1,73,F,Y,N,O,O,O,O,O,2,0,0,0,6.49,0
203502,2,80,M,Y,N,O,O,O,O,O,2,0,0,0,6.1,0
220128,1,52,M,Y,N,O,O,O,O,O,2,0,0,0,46.29,0
228238,2,74,M,Y,N,O,O,O,O,O,0,0,0,0,13.82,0
229339,1,96,M,N,N,O,O,O,O,O,0,0,0,0,18.19,0
229356,3,1,M,N,N,O,O,O,O,O,0,0,0,0,21.86,0
313623,2,57,F,Y,N,O,O,O,O,O,2,0,0,0,14.18,0
230560,4,5,M,N,N,O,O,O,O,O,0,0,0,0,47.34,0
230560,5,4,M,N,N,O,O,O,O,O,0,0,0,0,47.34,0
237121,4,4,M,N,N,O,O,O,O,O,0,0,0,0,24.04,0
782037,3,2,M,N,N,O,O,O,O,O,0,0,0,0,26.16,0
240982,1,69,F,Y,N,O,O,O,O,O,0,0,0,0,6.85,0
240982,2,59,F,N,N,O,O,O,O,O,0,0,0,0,6.85,0
242035,1,55,F,Y,N,O,O,O,O,O,2,0,0,0,15.85,0
276072,1,78,M,Y,N,O,O,O,O,O,2,0,0,0,13.03,0
280476,1,70,M,Y,N,O,O,O,O,O,2,0,0,0,9.95,0
280649,2,65,M,Y,N,O,O,O,O,O,0,0,0,0,10.68,0
282180,1,41,F,Y,N,O,O,O,O,O,0,0,0,0,40.4,0
283526,1,73,M,Y,N,O,O,O,O,O,2,0,0,0,22.7,0
208244,1,64,F,Y,N,O,O,O,O,O,4,0,0,0,21.81,0
637542,2,34,M,Y,N,O,O,O,O,O,0,0,0,0,21.06,0
637542,4,5,F,N,N,O,O,O,O,O,0,0,0,0,21.06,0
637542,5,3,F,N,N,O,O,O,O,O,0,0,0,0,21.06,0
637542,6,1,M,N,N,O,O,O,O,O,0,0,0,0,21.06,0
208376,4,65,M,Y,N,O,O,O,O,O,0,0,0,0,13.58,0
208376,5,64,F,Y,N,O,O,O,O,O,0,0,0,0,13.58,0
208464,2,63,M,Y,N,O,O,O,O,O,5,0,0,0,26.55,0
692060,3,20,M,N,N,O,O,O,O,O,0,0,0,0,56.05,0
644409,3,19,M,Y,N,O,O,O,O,O,2,0,0,0,28.39,0
209083,1,84,F,N,N,O,O,O,O,O,2,0,0,0,10.54,0
646481,1,62,F,Y,N,O,O,O,O,O,4,0,0,0,11.11,0
646481,2,68,M,Y,N,O,O,O,O,O,2,0,0,0,11.11,0
356089,4,4,F,N,N,O,O,O,O,O,0,0,0,0,22.72,0
356191,2,72,M,Y,N,O,O,O,O,O,4,0,0,0,12.33,0
356355,1,84,F,Y,N,O,O,O,O,O,0,0,0,0,8.03,0
194477,1,59,F,Y,N,O,O,O,O,O,0,0,0,0,10.43,0
356713,2,66,M,Y,N,O,O,O,O,O,2,0,0,0,12.33,0
356892,4,4,M,N,N,O,O,O,O,O,0,0,0,0,13.91,0
357018,2,58,F,Y,N,O,O,O,O,O,2,0,0,0,13.72,0
357056,4,2,F,N,N,O,O,O,O,O,0,0,0,0,12.46,0
357056,5,0,F,N,N,O,O,O,O,O,0,0,0,0,12.46,0
660974,1,64,M,Y,N,O,O,O,O,O,4,0,0,0,13.53,0
357438,4,4,M,N,N,O,O,O,O,O,0,0,0,0,9.53,0
143490,1,82,M,Y,N,O,O,O,O,O,0,0,0,0,19.37,0
144205,1,72,F,9,N,O,O,O,O,O,0,0,0,0,24.08,0
357990,1,78,M,Y,N,O,O,O,O,O,2,0,0,0,34.58,0
669581,1,60,F,Y,N,O,O,O,O,O,6,0,0,0,12.44,0
228179,1,92,M,N,O,O,O,O,O,O,0,0,0,0,4.67,0
673010,4,3,F,N,N,O,O,O,O,O,0,0,0,0,32.66,0
673980,1,66,M,Y,N,O,O,O,O,O,5,0,0,0,13.11,0
673980,2,65,F,Y,N,O,O,O,O,O,0,0,0,0,13.11,0
675264,3,23,F,N,N,O,O,O,O,O,4,0,0,0,45.66,0
243494,1,72,F,Y,N,O,O,O,O,O,0,0,0,0,7.2,0
243494,2,77,M,Y,N,O,O,O,O,O,0,0,0,0,7.2,0
678377,3,1,F,N,N,O,O,O,O,O,0,0,0,0,16.25,0
679049,3,54,F,Y,N,O,O,O,O,O,0,0,0,0,7.31,0
679085,2,61,M,Y,N,O,O,O,O,O,4,0,0,0,14.22,0
358648,1,78,M,Y,N,O,O,O,O,O,0,0,0,0,7.74,0
358648,2,76,F,N,N,O,O,O,O,O,0,0,0,0,7.74,0
679898,1,34,F,Y,N,O,O,O,O,O,6,0,0,0,14.18,0
679898,3,5,M,N,N,O,O,O,O,O,0,0,0,0,14.18,0
679898,4,1,F,N,N,O,O,O,O,O,0,0,0,0,14.18,0
228238,1,65,F,Y,N,O,O,O,O,O,2,0,0,0,13.82,0
683831,1,73,M,Y,O,O,O,O,O,O,6,0,0,0,13.47,0
358907,4,5,M,N,N,O,O,O,O,O,0,0,0,0,12.36,0
684716,3,0,M,N,N,O,O,O,O,O,0,0,0,0,37.91,0
359057,1,73,M,Y,N,O,O,O,O,O,5,0,0,0,12.84,0
685813,2,68,F,N,N,O,O,O,O,O,0,0,0,0,19.07,0
686031,2,53,F,Y,N,O,O,O,O,O,0,0,0,0,31.11,0
688848,3,1,M,N,N,O,O,O,O,O,0,0,0,0,19.36,0
688974,1,69,M,Y,N,O,O,O,O,O,5,0,0,0,13.27,0
691298,1,52,M,Y,N,O,O,O,O,O,10,0,0,0,104.5,0
692911,3,4,F,N,N,O,O,O,O,O,0,0,0,0,18.49,0
692911,4,2,M,N,N,O,O,O,O,O,0,0,0,0,18.49,0
693240,3,2,F,N,N,O,O,O,O,O,0,0,0,0,5.92,0
359494,1,72,M,Y,N,O,O,O,O,O,0,0,0,0,15.76,0
359557,2,66,F,Y,N,O,O,O,O,O,0,0,0,0,11.28,0
213207,3,23,F,Y,N,O,O,O,O,O,2,0,0,0,21.67,0
695743,1,69,M,Y,N,O,O,O,O,O,2,0,0,0,13.53,0
695743,2,66,F,Y,N,O,O,O,O,O,2,0,0,0,13.53,0
696053,2,59,F,Y,N,O,O,O,O,O,0,0,0,0,12.22,0
698577,1,60,F,Y,N,O,O,O,O,O,1,0,0,0,17.04,0
359962,1,55,M,Y,N,O,O,O,O,O,2,0,0,0,38.61,0
360243,6,5,F,N,N,O,O,O,O,O,0,0,0,0,22.46,0
360900,4,1,M,N,N,O,O,O,O,O,0,0,0,0,15.15,0
768022,1,73,F,Y,N,O,O,O,O,O,2,0,0,0,25.16,0
152402,2,59,M,Y,N,O,O,O,O,O,2,0,0,0,13.3,0
713972,2,33,F,Y,N,O,O,O,O,O,2,0,0,0,32.01,0
717239,1,80,M,Y,N,O,O,O,O,O,2,0,0,0,17.79,0
717773,3,3,F,N,N,O,O,O,O,O,0,0,0,0,10.5,0
726598,2,87,M,Y,N,O,O,O,O,O,2,0,0,0,10.14,0
927747,3,22,M,N,C,O,O,O,O,O,2,0,0,0,18.31,0
728110,1,67,F,Y,N,O,O,O,O,O,3,0,0,0,7.59,0
728148,1,74,F,N,N,O,O,O,O,O,2,2,0,0,13.24,0
730559,1,23,M,Y,C,O,O,O,O,O,0,0,0,0,72.57,0
731971,1,64,F,Y,N,O,O,O,O,O,3,0,0,0,21.47,0
742775,3,5,M,N,N,O,O,O,O,O,0,0,0,0,32.98,0
742775,4,4,F,N,N,O,O,O,O,O,0,0,0,0,32.98,0
362899,4,2,M,N,N,O,O,O,O,O,0,0,0,0,18.41,0
745325,3,3,F,N,N,O,O,O,O,O,0,0,0,0,32.11,0
745325,4,0,M,N,N,O,O,O,O,O,0,0,0,0,32.11,0
748807,1,74,F,Y,N,O,O,O,O,O,3,0,0,0,14.9,0
748808,4,2,F,N,N,O,O,O,O,O,0,0,0,0,68.9,0
156813,1,76,M,Y,N,O,O,O,O,O,2,0,0,0,16.17,0
753949,2,68,M,Y,N,O,O,O,O,O,2,0,0,0,21.31,0
754396,2,54,M,Y,N,O,O,O,O,O,7,0,0,0,3.13,0
363599,1,73,F,Y,N,O,O,O,O,O,0,0,0,0,18.62,0
762266,5,5,M,N,N,O,O,O,O,O,0,0,0,0,13.99,0
158898,1,85,M,Y,N,O,O,O,O,O,4,0,0,0,8.98,0
773416,3,51,M,Y,N,O,O,O,O,O,0,0,0,0,42.76,0
775331,1,71,F,Y,N,O,O,O,O,O,3,0,0,0,13.8,0
778162,2,31,F,Y,N,O,O,O,O,O,5,0,0,0,32.78,0
778162,3,1,F,N,N,O,O,O,O,O,0,0,0,0,32.78,0
924855,1,82,F,Y,N,O,O,O,O,O,2,0,0,0,5.82,0
365221,2,55,F,Y,N,O,O,O,O,O,0,0,0,0,11.39,0
779517,2,36,F,Y,N,O,O,O,O,O,2,0,0,0,18.39,0
779650,1,30,F,Y,N,O,O,O,O,O,4,0,0,0,22.92,0
779650,2,44,M,N,N,O,O,O,O,O,0,0,0,0,22.92,0
782442,2,43,F,Y,N,O,O,O,O,O,6,0,0,0,14.56,0
790756,5,1,M,N,N,O,O,O,O,O,0,0,0,0,16.06,0
804923,1,63,F,Y,N,O,O,O,O,O,2,0,0,0,10.65,0
806437,1,73,M,Y,N,O,O,O,O,O,3,0,0,0,13.19,0
807610,3,3,M,N,N,O,O,O,O,O,0,0,0,0,17.31,0
807610,4,0,M,N,N,O,O,O,O,O,0,0,0,0,17.31,0
367330,1,65,M,Y,N,O,O,O,O,O,2,0,0,0,11.16,0
367330,2,65,F,Y,N,O,O,O,O,O,2,0,0,0,11.16,0
417520,1,78,M,Y,N,O,O,O,O,O,3,0,0,0,7.81,0
956364,2,78,F,Y,N,O,O,O,O,O,2,0,0,0,7.87,0
812312,1,34,M,Y,N,O,O,O,O,O,2,0,0,0,39.9,0
367698,1,77,F,N,N,O,O,O,O,O,2,2,0,0,12.15,0
367698,2,80,M,N,N,O,O,O,O,O,0,0,0,0,12.15,0
164257,3,1,F,N,N,O,O,O,O,O,0,0,0,0,32.01,0
812856,1,69,F,Y,N,O,O,O,O,O,2,0,0,0,12.16,0
812856,2,81,M,Y,N,O,O,O,O,O,0,0,0,0,12.16,0
813643,1,76,F,Y,N,O,O,O,O,O,4,0,0,0,10.67,0
275616,1,62,F,Y,N,O,O,O,O,O,7,0,0,0,14.22,0
275616,2,64,M,Y,N,O,O,O,O,O,3,0,0,0,14.22,0
355823,1,71,F,Y,N,O,O,O,O,O,2,0,0,0,7.81,0
816136,1,69,F,Y,N,O,O,O,O,O,2,0,0,0,13.21,0
818901,5,4,M,N,N,O,O,O,O,O,0,0,0,0,20.21,0
819032,2,5,F,N,N,O,O,O,O,O,0,0,0,0,25.91,0
821643,3,1,F,N,N,O,O,O,O,O,0,0,0,0,36.46,0
166829,2,87,F,N,N,O,O,O,O,O,3,0,0,0,10.15,0
835435,1,73,M,Y,N,O,O,O,O,O,1,0,0,0,14.83,0
835435,2,67,F,Y,N,O,O,O,O,O,0,0,0,0,14.83,0
835560,1,78,M,Y,N,O,O,O,O,O,2,0,0,0,11.79,0
839744,4,69,M,9,N,O,O,O,O,O,0,0,0,0,19.6,0
839744,5,67,F,9,N,O,O,O,O,O,0,0,0,0,19.6,0
370132,1,73,F,Y,N,O,O,O,O,O,2,0,0,0,5.69,0
170259,1,66,M,Y,N,O,O,O,O,O,0,0,0,0,14.29,0
866071,2,60,F,Y,N,O,O,O,O,O,4,0,0,0,17.1,0
869785,2,36,F,Y,N,O,O,O,O,O,0,0,0,0,16.4,0
869785,3,12,F,N,N,O,O,O,O,O,2,0,0,0,16.4,0
173793,1,67,F,Y,N,O,O,O,O,O,5,0,0,0,12.29,0
173793,2,75,M,Y,N,O,O,O,O,O,0,0,0,0,12.29,0
373714,1,89,M,Y,N,O,O,O,O,O,2,0,0,0,9.33,0
886850,5,1,M,N,N,O,O,O,O,O,0,0,0,0,18.04,0
884481,1,41,F,Y,N,O,O,O,O,O,2,0,0,0,15.52,0
884481,7,5,M,N,N,O,O,O,O,O,0,0,0,0,15.52,0
962546,1,80,F,N,N,O,O,O,O,O,0,0,0,0,15.11,0
219368,1,65,F,Y,N,O,O,O,O,O,2,0,0,0,8.98,0
283647,1,70,M,Y,O,O,O,O,O,O,2,0,0,0,16.08,0
283647,2,69,F,Y,O,O,O,O,O,O,2,0,0,0,16.08,0
301305,1,75,F,Y,N,O,O,O,O,O,4,0,0,0,9.45,0
301305,2,75,M,Y,N,O,O,O,O,O,0,0,0,0,9.45,0
506506,1,42,M,Y,N,O,O,O,O,O,4,0,0,0,14.51,0
105861,2,53,F,Y,N,O,O,O,O,O,0,0,0,0,18.78,0
285793,2,55,F,N,O,O,O,O,O,O,2,0,0,0,19.75,0
315329,3,92,M,Y,N,O,O,O,O,O,0,0,0,0,19.13,0
315397,1,61,M,Y,N,O,O,O,O,O,2,0,0,0,8.63,0
315397,2,61,F,N,N,O,O,O,O,O,0,0,0,0,8.63,0
277405,1,62,M,Y,N,O,O,O,O,O,3,0,0,0,5.1,0
358417,1,73,F,Y,N,O,O,O,O,O,2,0,0,0,20.9,0
303285,1,65,F,Y,N,O,O,O,O,O,2,0,0,0,23.41,0
329089,2,71,M,N,N,O,O,O,O,O,0,0,0,0,10.68,0
332814,2,79,M,Y,N,O,O,O,O,O,2,0,0,0,7.84,0
332815,1,64,F,Y,N,O,O,O,O,O,2,0,0,0,13.29,0
343184,3,70,F,N,N,O,O,O,O,O,0,0,0,0,19.97,0
326920,1,69,F,N,N,O,O,O,O,O,2,0,0,0,17.17,0
524401,3,3,M,N,N,O,O,O,O,O,0,0,0,0,26.93,0
279391,2,78,F,N,N,O,O,O,O,O,0,0,0,0,10.7,0
284560,3,54,M,Y,N,O,O,O,O,O,2,0,0,0,3.13,0
669816,1,59,F,Y,N,O,O,O,O,O,0,0,0,0,15.77,0
368675,1,99,F,Y,N,O,O,O,O,O,2,0,0,0,21.01,0
513075,2,41,F,N,N,O,O,O,O,O,4,0,0,0,32.84,0
371916,1,66,F,N,O,O,O,O,O,O,0,0,0,0,18.09,0
317669,1,74,M,Y,N,O,O,O,O,O,3,0,0,0,15.56,0
833784,1,92,F,N,O,O,O,O,O,O,3,0,0,0,11.68,0
318150,1,34,M,Y,N,O,O,O,O,O,5,0,0,0,35.44,0
318150,4,1,M,N,N,O,O,O,O,O,0,0,0,0,35.44,0
331472,3,0,F,N,N,O,O,O,O,O,0,0,0,0,13.37,0
378508,2,60,F,Y,N,O,O,O,O,O,2,0,0,0,8.48,0
318230,1,73,F,Y,N,O,O,O,O,O,0,0,0,0,13.5,0
318315,2,72,M,Y,N,O,O,O,O,O,4,0,0,0,9.61,0
332507,3,2,M,N,N,O,O,O,O,O,0,0,0,0,16.11,0
383248,2,66,M,Y,N,O,O,O,O,O,4,0,0,0,11.16,0
318724,1,44,F,Y,N,O,O,O,O,O,4,0,0,0,43.21,0
336718,5,80,F,N,N,O,O,O,O,O,0,0,0,0,18.66,0
408483,4,0,M,N,N,O,O,O,O,O,0,0,0,0,14.15,0
525193,1,77,F,Y,N,O,O,O,O,O,5,0,0,0,10.25,0
356542,1,82,F,N,O,O,O,O,O,O,2,2,0,0,40.98,0
766303,1,76,F,Y,N,O,O,O,O,O,0,0,0,0,14.73,0
321381,1,66,F,Y,N,O,O,O,O,O,2,0,0,0,10.83,0
321383,1,73,M,Y,N,O,O,O,O,O,0,0,0,0,10.66,0
321703,1,76,M,Y,N,O,O,O,O,O,2,0,0,0,9.12,0
321703,2,74,F,Y,N,O,O,O,O,O,2,0,0,0,9.12,0
529615,4,20,M,Y,N,O,O,O,O,O,2,0,0,0,26.07,0
278164,1,76,F,Y,N,O,O,O,O,O,2,0,0,0,12.02,0
322578,2,73,F,Y,N,O,O,O,O,O,0,0,0,0,8.68,0
533846,1,85,F,N,O,O,O,O,O,O,4,2,0,0,8.12,0
323176,1,36,F,Y,N,O,O,O,O,O,3,0,0,0,91.08,0
323176,4,5,M,N,N,O,O,O,O,O,0,0,0,0,91.08,0
278185,1,81,M,Y,N,O,O,O,O,O,2,0,0,0,8.87,0
323282,1,60,F,Y,N,O,O,O,O,O,5,0,0,0,13.95,0
323282,2,63,M,Y,N,O,O,O,O,O,5,0,0,0,13.95,0
323381,2,69,F,N,N,O,O,O,O,O,2,0,0,0,26.7,0
541503,2,34,F,Y,N,O,O,O,O,O,1,0,0,0,50.51,0
323449,1,86,M,Y,N,O,O,O,O,O,0,0,0,0,12.88,0
323624,2,69,M,Y,N,O,O,O,O,O,1,0,0,0,19.63,0
323632,1,69,F,Y,N,O,O,O,O,O,4,0,0,0,17.77,0
323632,2,69,M,Y,N,O,O,O,O,O,2,0,0,0,17.77,0
323897,3,32,M,N,N,O,O,O,O,O,0,0,0,0,12.16,0
185353,5,78,M,N,N,O,O,O,O,O,0,0,0,0,12.68,0
323971,3,26,M,N,N,O,O,O,O,O,0,0,0,0,19.12,0
324151,2,70,M,N,N,O,O,O,O,O,0,0,0,0,12.84,0
538185,3,3,M,N,N,O,O,O,O,O,0,0,0,0,20.6,0
539255,2,82,F,N,O,O,O,O,O,O,3,3,0,0,10.01,0
324901,1,68,M,Y,N,O,O,O,O,O,2,0,0,0,17.77,0
324901,2,68,F,Y,N,O,O,O,O,O,3,0,0,0,17.77,0
324903,1,77,F,Y,N,O,O,O,O,O,4,0,0,0,6.47,0
540141,3,1,M,N,N,O,O,O,O,O,0,0,0,0,18.37,0
324997,1,67,F,Y,N,O,O,O,O,O,2,0,0,0,11.16,0
540863,2,58,M,Y,N,O,O,O,O,O,0,0,0,0,10.16,0
325119,1,80,M,Y,N,O,O,O,O,O,9,0,0,0,5.72,0
541547,1,64,F,9,N,O,O,O,O,O,0,0,0,0,13.17,0
542613,1,37,M,Y,N,O,O,O,O,O,11,0,0,0,34.55,0
325648,1,76,M,Y,N,O,O,O,O,O,2,0,0,0,27.62,0
543140,1,74,F,Y,N,O,O,O,O,O,6,0,0,0,20.11,0
326122,1,63,M,Y,N,O,O,O,O,O,2,0,0,0,15.37,0
326980,4,1,F,N,N,O,O,O,O,O,0,0,0,0,44.57,0
546546,1,91,M,Y,N,O,O,O,O,O,3,0,0,0,18.31,0
546546,2,88,F,Y,N,O,O,O,O,O,3,0,0,0,18.31,0
327343,1,68,M,Y,N,O,O,O,O,O,4,0,0,0,11.53,0
327761,1,54,M,Y,N,O,O,O,O,O,4,0,0,0,16.38,0
138586,3,34,M,Y,N,O,O,O,O,O,0,0,0,0,30.16,0
501843,2,68,F,9,N,O,O,O,O,O,2,0,0,0,13.27,0
234030,2,77,F,Y,N,O,O,O,O,O,4,0,0,0,10.4,0
345314,1,70,F,Y,N,O,O,O,O,O,2,0,0,0,19.26,0
345797,1,71,F,Y,N,O,O,O,O,O,2,0,0,0,9.61,0
345812,2,41,M,Y,N,O,O,O,O,O,0,0,0,0,56.47,0
345812,5,2,F,N,N,O,O,O,O,O,0,0,0,0,56.47,0
347117,1,72,M,Y,N,O,O,O,O,O,2,0,0,0,11.49,0
961598,4,68,F,Y,N,O,O,O,O,O,2,0,0,0,23.89,0
364038,1,51,F,Y,N,O,O,O,O,O,0,0,0,0,18.92,0
222691,2,72,F,Y,N,O,O,O,O,O,2,0,0,0,9.48,0
877883,2,85,F,Y,N,O,O,O,O,O,0,0,0,0,14.58,0
960263,2,40,F,N,O,O,O,O,O,O,0,0,0,0,18.84,0
335022,1,62,F,Y,N,O,O,O,O,O,0,0,0,0,14.15,0
197988,3,3,F,N,N,O,O,O,O,O,0,0,0,0,21.49,0
197988,4,1,F,N,N,O,O,O,O,O,0,0,0,0,21.49,0
292761,2,76,M,Y,N,O,O,O,O,O,3,2,0,0,11.49,0
940163,2,68,F,Y,N,O,O,O,O,O,0,0,0,0,20.69,0
224999,4,3,F,N,N,O,O,O,O,O,0,0,0,0,57.12,0
201180,1,68,F,Y,N,O,O,O,O,O,2,0,0,0,12.5,0
231796,4,58,F,N,N,O,O,O,O,O,0,0,0,0,13.62,0
957965,2,67,F,Y,N,O,O,O,O,O,0,0,0,0,10.23,0
203380,1,45,F,Y,N,O,O,O,O,O,2,0,0,0,3.71,0
331053,3,79,F,9,N,O,O,O,O,O,0,0,0,0,10.64,0
204836,2,60,M,Y,N,O,O,O,O,O,0,0,0,0,24.47,0
204836,5,85,F,N,N,O,O,O,O,O,0,0,0,0,24.47,0
205208,1,79,F,Y,N,O,O,O,O,O,2,0,0,0,28.13,0
899902,1,70,F,Y,N,O,O,O,O,O,4,0,0,0,13.74,0
206480,3,19,M,Y,O,O,O,O,O,O,3,0,0,0,33.1,0
210171,1,71,F,Y,N,O,O,O,O,O,7,0,0,0,14.43,0
292784,1,83,M,Y,N,O,O,O,O,O,3,0,0,0,13.03,0
213504,3,25,M,Y,N,O,O,O,O,O,0,0,0,0,21.54,0
298025,1,74,M,Y,N,O,O,O,O,O,4,0,0,0,11.01,0
298025,2,65,F,Y,N,O,O,O,O,O,0,0,0,0,11.01,0
308870,4,0,M,N,N,O,O,O,O,O,0,0,0,0,22.14,0
952539,4,5,M,N,N,O,O,O,O,O,0,0,0,0,14.65,0
239863,1,86,M,Y,N,O,O,O,O,O,2,0,0,0,8.11,0
178784,2,68,M,Y,N,O,O,O,O,O,0,0,0,0,38.91,0
206480,7,82,F,N,N,O,O,O,O,O,0,0,0,0,33.1,0
313376,1,90,F,Y,N,O,O,O,O,O,2,0,0,0,8.04,0
313376,2,87,M,N,N,O,O,O,O,O,2,0,0,0,8.04,0
223279,1,73,M,Y,N,O,O,O,O,O,2,0,0,0,15.62,0
4487170,2,29,F,N,N,O,O,O,O,O,0,0,0,0,18,0
224033,1,77,F,N,N,O,O,O,O,O,0,0,0,0,29.97,0
352405,2,68,F,Y,N,O,O,O,O,O,0,0,0,0,13.54,0
368637,2,47,M,N,N,O,O,O,O,O,0,0,0,0,30.65,0
664894,4,23,M,N,N,O,O,O,O,O,0,0,0,0,33.08,0
238875,2,30,F,N,O,O,O,O,O,O,0,0,0,0,15.64,0
