hhld_num,pers_num,age,sex,driver_lic,tran_pass,emp_stat,occupation,free_park,stu_stat,no_work,n_pers_trip,n_tran_trip,waterzn_emp,waterzn_sch,expf,waterzn_emp
368068,1,43,F,Y,N,P,P,N,O,O,6,0,120137,0,32.6,32.6
368068,2,55,M,Y,N,H,S,9,O,O,0,0,120110,0,32.6,32.6
368409,2,57,F,Y,N,F,G,Y,O,O,2,0,120138,0,10.21,10.21
234021,2,58,M,Y,N,F,M,Y,O,O,2,0,0,0,26.58,0
234124,2,72,F,Y,N,P,S,Y,O,O,0,0,120020,0,7.57,7.57
236730,2,49,M,Y,N,F,S,Y,O,Y,1,0,121874,0,15.83,15.83
373952,2,48,F,Y,N,F,P,Y,O,O,3,0,121522,0,10.2,10.2
375650,2,71,M,Y,N,F,P,Y,O,O,2,0,120935,0,4.68,4.68
237456,1,64,M,Y,N,J,S,9,O,O,2,0,121702,0,22.57,22.57
237456,2,63,F,Y,N,J,M,9,O,O,2,0,121702,0,22.57,22.57
237461,2,74,F,Y,N,P,S,Y,O,O,4,0,120843,0,11.08,11.08
237641,1,57,F,Y,N,F,P,Y,O,O,4,0,122091,0,13.99,13.99
239880,1,64,F,Y,N,P,M,Y,O,O,2,0,121507,0,16.66,16.66
850684,1,34,F,Y,N,F,P,N,O,O,4,0,0,0,15.67,0
234300,4,54,F,Y,N,F,G,Y,O,O,2,0,0,0,15.53,0
587409,1,35,F,Y,N,F,P,N,O,O,4,0,121277,0,8.44,8.44
608793,2,36,M,N,O,F,S,Y,O,O,3,0,120979,0,33.6,33.6
636591,1,49,F,Y,N,F,P,Y,O,O,6,0,0,0,31.94,0
724328,2,43,F,Y,N,F,P,Y,O,O,2,0,121934,0,31.7,31.7
313403,2,38,M,Y,N,F,S,Y,O,O,2,0,120329,0,12.49,12.49
534874,1,69,M,Y,N,F,M,Y,O,O,2,0,120414,0,18.99,18.99
276442,1,38,F,Y,N,F,P,Y,O,O,4,0,120932,0,34.28,34.28
276442,2,48,M,Y,N,F,M,Y,O,O,4,0,120406,0,34.28,34.28
313403,1,37,F,Y,N,F,P,Y,O,O,2,0,0,0,12.49,0
901580,2,58,F,Y,N,F,G,Y,O,O,2,0,121518,0,12.92,12.92
148072,1,25,F,Y,N,F,P,Y,O,O,2,0,121125,0,96.37,96.37
914564,1,52,F,Y,N,F,P,Y,O,O,2,0,120384,0,16.85,16.85
915018,2,41,F,Y,N,F,P,N,O,O,3,0,121692,0,30.78,30.78
202175,1,45,F,Y,N,F,P,Y,O,O,10,0,121635,0,35.97,35.97
376536,1,56,F,Y,N,F,P,Y,O,O,6,0,121962,0,24.32,24.32
377342,5,28,M,Y,N,H,S,Y,O,O,2,0,121490,0,12.62,12.62
696280,1,63,M,Y,N,F,P,Y,O,O,2,0,121277,0,14.54,14.54
308312,1,40,F,Y,N,J,S,9,O,O,5,0,122092,0,17.98,17.98
950739,3,32,F,Y,N,P,G,Y,O,O,0,0,121127,0,16.81,16.81
682955,1,37,F,Y,P,F,P,N,O,Y,0,0,0,0,10.22,0
952539,1,49,M,Y,N,F,P,Y,O,O,3,0,121883,0,14.65,14.65
952539,2,37,F,Y,N,F,P,Y,O,O,2,0,121391,0,14.65,14.65
954219,2,35,F,Y,N,P,G,Y,O,O,5,0,120058,0,13.14,13.14
308596,3,22,F,Y,N,P,M,Y,O,O,2,0,120401,0,23.35,23.35
954445,2,31,M,Y,N,F,M,Y,O,O,2,0,122108,0,12.62,12.62
283803,3,23,M,Y,N,F,M,Y,O,O,2,0,120140,0,21.32,21.32
582091,1,49,M,Y,N,F,P,Y,O,9,4,0,0,0,70.81,0
284290,2,69,M,Y,N,F,M,Y,O,O,4,0,121518,0,14.22,14.22
962552,2,52,F,Y,N,F,P,Y,O,O,2,0,121082,0,23.55,23.55
962564,1,38,M,Y,N,F,P,Y,O,O,2,0,120016,0,22.72,22.72
288303,1,73,F,Y,N,J,S,N,O,O,2,0,122073,0,8.97,8.97
958445,1,45,F,Y,N,F,P,N,O,O,5,0,120017,0,12.78,12.78
189510,2,58,M,Y,N,H,M,9,O,O,0,0,120042,0,12.38,12.38
959435,2,40,F,Y,N,H,P,9,O,O,2,0,121491,0,38.34,38.34
960706,2,45,F,Y,N,J,P,9,O,O,4,0,121497,0,17.63,17.63
960769,3,23,M,Y,N,F,M,Y,O,O,6,0,120689,0,16.7,16.7
788280,1,26,F,Y,N,F,P,N,O,O,3,0,121158,0,66.66,66.66
962288,2,21,F,Y,N,P,S,Y,O,O,2,0,120989,0,25.56,25.56
139357,1,52,F,Y,N,F,P,Y,O,O,4,0,120384,0,10.39,10.39
962774,1,46,M,Y,N,F,P,Y,O,N,7,0,120023,0,55.88,55.88
962774,2,45,F,N,P,H,P,9,O,O,0,0,121160,0,55.88,55.88
962328,1,58,M,Y,N,F,P,Y,O,O,2,0,0,0,9.03,0
296929,2,53,M,Y,N,F,9,Y,O,O,3,0,121860,0,19.38,19.38
297903,1,33,F,Y,N,F,G,Y,O,O,2,0,121582,0,17.59,17.59
298030,1,42,M,Y,N,F,M,Y,O,N,0,0,120895,0,14.94,14.94
296929,1,53,F,Y,N,F,S,Y,O,O,4,0,0,0,19.38,0
963818,1,54,M,Y,N,F,P,Y,O,O,6,0,121499,0,13.72,13.72
963818,2,51,F,Y,N,P,S,Y,O,O,4,0,121950,0,13.72,13.72
963818,6,33,F,Y,N,F,P,Y,O,O,3,0,120331,0,13.72,13.72
583412,1,32,F,Y,N,F,M,9,O,O,2,0,120030,0,46.74,46.74
379908,2,39,M,Y,N,F,P,N,O,O,6,0,120040,0,30.3,30.3
544240,2,29,F,Y,N,F,P,Y,O,O,2,0,121063,0,54.32,54.32
544346,1,36,M,Y,P,F,P,N,O,O,2,0,121083,0,63.5,63.5
718879,1,36,F,Y,N,F,P,Y,O,O,4,0,121382,0,30.65,30.65
4409168,1,57,M,Y,N,F,P,N,O,O,3,0,120082,0,32.68,32.68
443964,1,27,M,Y,N,F,P,Y,O,O,2,0,121883,0,27.07,27.07
446172,1,40,M,Y,N,F,M,Y,O,O,2,0,120398,0,28.18,28.18
446180,3,36,F,N,N,F,P,Y,O,N,0,0,122017,0,26.97,26.97
293351,2,54,F,Y,N,P,P,Y,O,O,4,0,121630,0,22.79,22.79
748215,1,23,F,N,O,F,M,N,O,O,2,2,120016,0,67.75,67.75
451173,2,43,F,Y,N,F,P,Y,O,O,2,0,121844,0,31.75,31.75
208265,2,52,M,Y,N,F,P,Y,O,O,2,0,121254,0,54.28,54.28
4412685,2,54,F,Y,N,P,P,N,O,O,2,0,0,0,11.66,0
725649,2,64,M,Y,N,F,M,Y,O,O,2,0,121859,0,5.1,5.1
726512,1,60,F,Y,N,F,G,Y,O,O,2,0,120029,0,12.05,12.05
757653,1,54,F,Y,N,F,P,Y,O,O,2,0,121421,0,15.42,15.42
287658,1,62,M,Y,N,F,S,Y,O,O,2,0,120077,0,25.48,25.48
211233,3,64,F,Y,N,F,S,Y,O,O,4,0,121518,0,15.85,15.85
211448,4,21,M,Y,N,F,P,N,O,O,4,0,121277,0,31.62,31.62
233662,4,31,F,Y,N,F,S,Y,O,O,3,0,121389,0,25.43,25.43
284731,2,48,F,N,N,P,P,Y,O,O,2,2,121417,0,16.63,16.63
775416,2,50,M,Y,N,F,M,Y,O,O,2,0,121178,0,20.93,20.93
320372,1,51,F,Y,N,P,S,Y,O,O,4,0,121192,0,13.71,13.71
179248,1,28,F,Y,N,F,9,Y,O,O,4,0,0,0,23.11,0
879849,2,26,M,Y,N,F,P,Y,O,9,3,0,121125,0,25.67,25.67
576832,1,44,M,Y,N,F,P,Y,O,O,8,0,121125,0,18.69,18.69
578150,2,38,F,Y,N,F,P,Y,O,O,2,0,122143,0,13.64,13.64
159541,1,42,M,Y,N,F,P,Y,O,O,3,0,120064,0,18.39,18.39
184144,1,56,M,Y,N,F,S,N,O,O,2,0,120025,0,9.32,9.32
185913,2,41,F,Y,N,F,P,Y,O,O,2,0,120004,0,17.66,17.66
185913,1,43,M,Y,N,F,P,Y,O,O,2,0,0,0,17.66,0
226828,2,62,M,Y,N,F,M,Y,O,O,2,0,120443,0,18.63,18.63
189157,1,55,F,Y,N,F,M,Y,O,O,2,0,120502,0,8.63,8.63
335732,1,37,M,Y,9,F,M,Y,O,O,2,0,120480,0,74.81,74.81
378547,1,50,F,Y,N,F,P,Y,O,O,2,0,120404,0,15.48,15.48
230662,1,58,M,Y,N,F,S,N,O,O,4,0,120945,0,40.78,40.78
230662,2,31,M,Y,N,F,P,Y,O,O,2,0,121610,0,40.78,40.78
204096,3,23,F,Y,N,H,P,9,O,O,1,0,122096,0,80.52,80.52
489145,1,50,M,Y,N,F,P,Y,O,O,3,0,122038,0,15.94,15.94
486815,2,37,F,Y,N,P,P,Y,O,O,6,0,120015,0,36.61,36.61
487270,1,37,M,Y,P,F,M,Y,O,O,4,0,120108,0,22.48,22.48
4404527,1,34,F,Y,N,F,P,N,O,O,3,0,121324,0,13.59,13.59
822043,1,37,M,Y,N,F,S,Y,O,O,2,0,121139,0,19.49,19.49
700352,1,60,M,Y,N,P,M,Y,O,O,2,0,121846,0,20.69,20.69
909651,1,43,M,Y,N,F,P,Y,O,O,2,0,121082,0,10.12,10.12
200410,1,55,M,Y,N,F,S,Y,O,O,3,0,120032,0,14.22,14.22
476628,2,28,F,Y,N,F,P,Y,O,O,2,0,120115,0,17.39,17.39
692408,1,39,F,Y,N,O,O,O,O,O,0,0,0,0,15.47,0
692431,1,30,F,Y,N,O,O,O,O,O,0,0,0,0,25.3,0
486375,1,27,M,Y,N,F,P,Y,O,O,3,0,121847,0,23.86,23.86
215581,1,52,M,Y,N,H,S,9,O,O,2,0,120063,0,15.22,15.22
697699,2,30,F,Y,N,F,G,N,O,O,4,0,121111,0,37.87,37.87
361736,2,41,F,Y,N,F,S,Y,O,O,2,0,0,0,31.21,0
294921,2,48,F,Y,N,F,P,Y,O,O,2,0,0,0,30.2,0
762213,1,26,F,Y,N,F,P,Y,O,O,8,0,121125,0,17.02,17.02
554689,1,38,M,Y,C,J,P,9,O,O,2,2,120138,0,15.82,15.82
218039,2,48,F,Y,N,H,S,Y,O,O,2,0,121212,0,26.52,26.52
616709,1,25,F,Y,N,F,P,Y,O,O,2,0,121862,0,21.46,21.46
999942,2,32,M,Y,N,P,S,Y,O,O,1,0,120992,0,20.38,20.38
201859,2,54,F,N,O,P,S,N,O,O,2,2,120028,0,34.55,34.55
613473,1,28,M,Y,N,F,S,Y,O,O,4,0,120178,0,16,16
333012,1,40,F,Y,N,F,P,N,O,O,2,0,121090,0,22.45,22.45
850382,1,28,F,Y,N,F,S,Y,O,N,0,0,122082,0,9.07,9.07
851302,1,37,F,Y,N,F,S,Y,O,O,4,0,121130,0,14.88,14.88
851302,2,36,M,Y,N,H,P,9,O,O,0,0,121572,0,14.88,14.88
200111,1,46,M,Y,N,P,S,N,O,O,2,0,120025,0,25.41,25.41
200111,2,44,F,Y,N,F,G,Y,O,O,2,0,0,0,25.41,0
868992,1,53,F,Y,N,F,P,Y,O,O,4,0,120402,0,27.48,27.48
825268,1,59,F,Y,N,P,G,Y,O,O,0,0,120121,0,5.02,5.02
868992,2,55,M,Y,N,F,M,Y,O,O,4,0,0,0,27.48,0
201002,1,53,F,Y,N,F,P,Y,O,O,6,0,121710,0,15.35,15.35
201078,3,23,F,Y,N,F,S,N,O,O,2,0,121042,0,16.81,16.81
883737,1,54,F,Y,N,F,P,Y,O,O,4,0,120064,0,25.03,25.03
336773,1,58,M,Y,N,F,P,N,O,O,2,0,121111,0,10.65,10.65
350486,2,58,F,Y,N,F,P,N,O,O,2,0,120017,0,18.08,18.08
350522,1,52,M,Y,N,F,P,Y,O,N,0,0,120984,0,23.63,23.63
351822,1,52,M,Y,N,F,S,Y,O,O,2,0,120401,0,10.8,10.8
352047,2,52,M,Y,N,F,P,N,O,N,4,0,121920,0,25.97,25.97
203540,3,49,M,Y,N,F,S,Y,O,O,2,0,120131,0,7.24,7.24
286341,1,54,M,Y,N,F,P,Y,O,O,2,0,122107,0,13.91,13.91
355975,1,59,M,Y,N,F,P,Y,O,O,2,0,120178,0,17.44,17.44
355981,1,46,F,Y,N,H,P,Y,O,O,5,0,122051,0,30.3,30.3
357222,2,52,M,Y,N,H,M,Y,O,O,2,0,120786,0,30.1,30.1
436208,2,48,F,Y,N,F,S,Y,O,O,4,0,121120,0,11.24,11.24
896195,2,41,M,Y,N,F,S,Y,O,O,2,0,120334,0,15.54,15.54
177462,2,48,F,Y,N,F,G,Y,O,O,2,0,121020,0,17.57,17.57
372550,2,41,M,Y,N,F,P,Y,O,O,2,0,121534,0,29.92,29.92
210829,3,40,F,Y,N,F,S,Y,O,O,3,0,120077,0,51.43,51.43
227281,1,37,M,Y,N,F,9,Y,O,O,2,0,120115,0,23.42,23.42
450072,1,34,F,Y,N,F,S,Y,O,O,2,0,120941,0,23.01,23.01
447577,1,50,F,Y,N,F,P,Y,O,O,2,0,0,0,14.59,0
450072,2,37,M,Y,N,F,P,N,O,O,2,0,0,0,23.01,0
229383,3,58,F,Y,N,F,S,Y,O,N,0,0,120070,0,15.8,15.8
576832,2,45,F,Y,N,F,G,Y,O,O,9,0,121063,0,18.69,18.69
223722,2,57,M,Y,N,F,S,Y,O,O,2,0,121009,0,22.79,22.79
224092,1,64,F,Y,N,F,P,Y,O,O,2,0,121596,0,28.79,28.79
224829,1,43,M,Y,N,F,P,Y,O,O,6,0,120047,0,21.95,21.95
186772,1,52,M,Y,N,F,P,Y,O,O,2,0,121801,0,55.66,55.66
187281,1,46,F,Y,N,F,G,Y,O,O,2,0,122067,0,20.22,20.22
624977,1,31,M,Y,N,F,P,Y,O,O,2,0,120115,0,14.59,14.59
285955,1,48,F,Y,N,F,S,Y,O,O,2,0,120333,0,43.15,43.15
234206,1,53,M,Y,N,F,P,Y,O,O,5,0,121518,0,22,22
531592,2,53,F,Y,N,F,G,Y,O,O,4,0,122012,0,12.55,12.55
5503209,1,45,F,Y,N,F,P,Y,O,O,3,0,121147,0,16.65,16.65
275453,1,45,F,Y,N,F,P,Y,O,O,4,0,122067,0,28.35,28.35
559367,2,66,F,Y,N,H,P,9,O,O,0,0,121398,0,14.95,14.95
398318,2,23,M,Y,N,P,S,Y,O,O,5,0,120012,0,13.91,13.91
401059,1,28,M,Y,N,F,P,Y,O,O,4,0,120415,0,8.06,8.06
277767,2,58,F,Y,N,P,S,Y,O,O,2,0,122088,0,12.92,12.92
403293,1,23,F,Y,P,J,S,9,O,O,2,2,121250,0,52.65,52.65
403293,2,21,M,Y,O,P,S,Y,O,O,2,2,120935,0,52.65,52.65
404031,1,44,M,Y,N,F,P,Y,O,O,5,0,121063,0,19.55,19.55
404031,2,44,F,Y,N,F,S,N,O,O,2,0,120994,0,19.55,19.55
404436,1,49,M,Y,N,F,P,Y,O,O,4,0,121314,0,14.52,14.52
407369,1,33,M,Y,N,F,P,N,O,O,2,0,121042,0,24.01,24.01
407369,2,33,F,Y,N,F,P,Y,O,O,2,0,122065,0,24.01,24.01
412154,1,25,F,Y,O,F,P,N,O,O,4,0,121706,0,16.13,16.13
413438,2,35,F,Y,N,F,S,Y,O,O,2,0,121159,0,27.64,27.64
413388,1,52,M,Y,N,F,S,Y,O,O,2,0,0,0,19.02,0
413388,2,48,F,Y,N,F,S,Y,O,Y,0,0,0,0,19.02,0
414823,2,44,M,Y,M,F,M,Y,O,O,3,0,121862,0,22.35,22.35
825393,1,43,F,Y,N,F,P,Y,O,O,4,0,121610,0,20.17,20.17
415919,1,38,M,Y,N,F,P,Y,O,O,2,0,121922,0,22.07,22.07
415940,2,44,M,Y,N,F,P,Y,O,O,2,0,120336,0,22.97,22.97
419384,1,32,M,Y,N,F,P,N,O,O,2,0,121706,0,27.96,27.96
826609,1,46,F,Y,N,F,G,Y,O,O,3,0,121940,0,15.27,15.27
826609,2,46,M,Y,N,F,P,Y,O,O,2,0,120129,0,15.27,15.27
419833,1,64,F,Y,N,F,P,N,O,O,2,0,121679,0,13.49,13.49
826910,4,61,F,Y,N,F,S,Y,O,O,2,0,120342,0,24.72,24.72
420811,1,33,M,Y,N,F,P,Y,O,O,4,0,121394,0,26.03,26.03
420811,2,30,F,Y,N,F,P,Y,O,O,8,0,120023,0,26.03,26.03
408483,1,35,M,Y,N,F,P,N,O,O,2,0,121277,0,14.15,14.15
421574,2,45,F,Y,N,F,P,Y,O,O,2,0,121100,0,9.6,9.6
423106,2,40,M,Y,N,F,S,Y,O,O,2,0,0,0,34.9,0
424954,2,34,F,Y,N,F,P,Y,O,O,2,0,120077,0,19.05,19.05
426680,2,46,M,Y,N,F,M,Y,O,O,2,0,120334,0,20.07,20.07
426765,1,43,F,Y,N,F,P,Y,O,9,2,0,0,0,26.38,0
430477,1,54,F,Y,N,F,P,Y,O,O,3,0,121207,0,27.56,27.56
278443,2,55,M,Y,N,F,S,Y,O,O,3,0,121873,0,30,30
435290,2,61,M,Y,N,H,S,9,O,O,4,0,121281,0,22.57,22.57
435759,2,34,F,Y,N,F,G,Y,O,O,7,0,121649,0,32.12,32.12
465398,1,79,M,Y,N,P,S,Y,O,O,4,0,121543,0,8.33,8.33
471245,2,25,M,Y,N,F,S,Y,O,O,2,0,120295,0,18,18
472728,2,33,F,Y,N,P,S,Y,O,O,4,0,120805,0,16.11,16.11
285151,1,28,M,Y,N,F,P,Y,O,O,4,0,120370,0,25.8,25.8
503425,2,36,F,Y,N,F,G,Y,O,N,0,0,120045,0,34.89,34.89
832448,1,57,F,Y,N,J,G,9,O,O,0,0,120758,0,15.11,15.11
574115,1,35,M,Y,N,F,P,Y,O,O,3,0,121317,0,25.68,25.68
636866,1,38,F,Y,N,H,S,9,O,O,0,0,122048,0,11.09,11.09
809006,1,28,F,Y,N,F,P,Y,O,O,4,0,120945,0,36.3,36.3
809281,1,52,F,Y,N,F,P,N,O,O,4,0,121111,0,22.42,22.42
809281,2,52,M,Y,N,F,P,Y,O,O,7,0,121675,0,22.42,22.42
809287,1,36,M,Y,N,F,G,N,O,O,2,0,120017,0,11.78,11.78
310988,2,56,F,Y,N,P,P,Y,O,O,1,0,120121,0,15.37,15.37
295966,2,39,F,Y,N,F,M,Y,O,9,2,0,121362,0,32.85,32.85
300058,1,67,M,Y,N,F,S,Y,O,O,2,0,120366,0,18.83,18.83
300058,2,59,F,Y,N,P,G,Y,O,O,0,0,0,0,18.83,0
313248,1,44,F,Y,N,P,P,Y,O,O,4,0,121256,0,101.05,101.05
314241,2,65,M,Y,N,F,P,N,O,O,5,0,120017,0,10.15,10.15
314243,1,61,F,Y,N,F,P,Y,O,O,2,0,121593,0,16.37,16.37
317524,2,69,M,Y,N,O,O,O,O,O,0,0,0,0,15.11,0
323003,2,36,M,Y,N,F,P,Y,O,O,2,0,121675,0,21.15,21.15
4486860,2,53,F,Y,N,F,S,Y,O,O,2,0,121016,0,31.5,31.5
327256,4,23,F,N,N,F,P,Y,O,O,2,0,121828,0,36.05,36.05
327660,2,37,M,Y,N,F,P,Y,O,O,2,0,120115,0,7.37,7.37
327660,3,63,F,Y,N,F,M,Y,O,O,2,0,121501,0,7.37,7.37
355797,2,42,F,Y,N,F,G,Y,O,O,2,0,120384,0,26.08,26.08
279847,1,55,M,Y,N,F,P,Y,O,O,2,0,120338,0,16.25,16.25
334282,1,52,F,Y,N,F,P,Y,O,O,2,0,121442,0,20.78,20.78
279847,2,56,F,Y,N,F,P,Y,O,O,2,0,122140,0,16.25,16.25
337638,2,48,F,Y,N,F,M,Y,O,O,2,0,120004,0,32.04,32.04
337660,1,41,M,Y,N,F,P,Y,O,O,2,0,120108,0,28.96,28.96
337996,2,51,M,Y,N,F,M,Y,O,O,2,0,121515,0,40.48,40.48
337996,3,21,M,Y,N,F,M,Y,O,O,2,0,121515,0,40.48,40.48
337996,4,22,M,Y,N,P,S,Y,O,O,2,0,121169,0,40.48,40.48
338172,2,48,F,Y,N,P,S,Y,O,O,2,0,120392,0,13.34,13.34
338181,1,54,M,Y,N,H,P,Y,O,O,5,0,122137,0,7.27,7.27
339985,1,42,F,Y,N,F,G,N,O,O,2,0,121159,0,10.98,10.98
787689,1,29,M,Y,P,F,P,Y,O,O,2,0,120108,0,22.61,22.61
352996,2,37,M,Y,N,H,S,Y,O,O,2,0,121588,0,71.8,71.8
355573,2,46,M,Y,N,H,S,9,O,O,5,0,122056,0,20.46,20.46
356295,3,30,F,Y,N,F,P,Y,O,O,2,0,120958,0,16.7,16.7
356296,1,35,F,Y,N,F,M,Y,O,O,1,0,121608,0,10,10
356296,2,36,M,Y,N,F,M,Y,O,O,2,0,120846,0,10,10
692431,4,3,M,N,N,O,O,O,O,O,0,0,0,0,25.3,0
296528,2,50,M,Y,N,H,M,Y,O,O,0,0,120783,0,24.87,24.87
4468999,1,44,M,Y,N,F,P,Y,O,O,2,0,121855,0,29.15,29.15
4468999,2,45,F,Y,N,F,P,Y,O,O,2,0,120083,0,29.15,29.15
301302,2,48,F,Y,O,F,G,Y,O,O,4,0,120843,0,25.89,25.89
301302,1,53,M,Y,N,F,P,Y,O,O,5,0,0,0,25.89,0
224092,2,31,M,Y,N,F,S,Y,O,O,2,0,0,0,28.79,0
692431,5,0,F,N,N,O,O,O,O,O,0,0,0,0,25.3,0
305857,2,48,M,Y,N,F,M,Y,O,O,4,0,120689,0,23.03,23.03
280801,1,59,M,Y,N,F,P,Y,O,O,4,0,0,0,22.68,0
305914,1,41,M,Y,N,F,G,Y,O,O,2,0,120005,0,23.76,23.76
305921,1,48,M,Y,N,F,P,N,O,O,2,0,120025,0,11.24,11.24
308326,1,62,F,Y,N,P,G,Y,O,O,3,0,120303,0,22.27,22.27
309306,2,63,M,Y,N,F,M,Y,O,N,0,0,120502,0,40.57,40.57
620169,1,33,M,Y,O,F,G,N,O,O,4,2,121204,0,18.32,18.32
399510,1,70,F,Y,N,F,P,Y,O,O,2,0,120881,0,13.59,13.59
305358,1,39,F,Y,N,F,P,Y,O,N,0,0,120945,0,42.19,42.19
223934,1,50,F,Y,N,F,P,Y,O,O,4,0,121166,0,51.78,51.78
338668,2,65,F,Y,N,F,G,Y,O,O,2,0,120058,0,10.85,10.85
346661,2,68,M,Y,N,F,S,Y,O,O,2,0,121501,0,7.44,7.44
579173,2,57,F,Y,N,F,P,Y,O,O,2,0,121518,0,12.78,12.78
440462,2,73,M,Y,N,P,M,Y,O,O,4,0,121940,0,11.07,11.07
201583,1,67,M,Y,N,F,P,Y,O,O,2,0,122082,0,15.45,15.45
201583,2,66,F,Y,N,F,P,N,O,O,2,0,120304,0,15.45,15.45
896943,1,38,M,Y,N,F,S,Y,O,N,0,0,121116,0,35.81,35.81
919479,2,34,F,Y,N,F,P,Y,O,O,2,0,120023,0,15.45,15.45
682932,1,25,M,Y,N,F,S,Y,O,O,6,0,121009,0,33.24,33.24
921651,2,28,F,Y,N,F,P,Y,O,O,2,0,120121,0,25.13,25.13
353883,2,56,M,Y,N,F,P,Y,O,O,5,0,121861,0,26.26,26.26
961252,1,33,F,Y,N,F,G,Y,O,O,4,0,121610,0,53.67,53.67
208209,2,46,M,Y,N,F,S,Y,O,O,6,0,121049,0,4.81,4.81
384605,1,59,M,Y,O,F,P,N,O,N,0,0,120017,0,35.06,35.06
208584,1,60,F,Y,N,F,P,N,O,O,2,0,120082,0,22.74,22.74
494437,1,32,F,Y,N,F,P,Y,O,O,2,0,121939,0,44.17,44.17
4401250,4,30,M,Y,M,F,P,Y,O,O,2,0,0,0,34.39,0
211579,3,31,M,Y,N,F,M,Y,O,O,2,0,120084,0,6.89,6.89
211691,1,34,F,Y,N,F,S,Y,O,Y,2,0,120077,0,42.82,42.82
632147,1,62,M,Y,N,F,S,Y,O,9,2,0,121346,0,31.03,31.03
623245,1,26,F,Y,N,F,G,Y,O,9,2,0,120384,0,20.25,20.25
333012,2,40,M,Y,N,F,M,Y,O,O,2,0,120004,0,22.45,22.45
623245,2,34,M,Y,N,F,P,Y,O,O,2,0,120036,0,20.25,20.25
825046,1,48,F,Y,N,F,P,Y,O,N,6,0,121518,0,15.86,15.86
290830,3,23,M,Y,N,F,S,Y,O,O,2,0,121972,0,14.63,14.63
839220,1,54,F,Y,N,F,M,Y,O,O,2,0,121203,0,12.41,12.41
350923,3,20,M,Y,N,F,M,Y,O,O,2,0,120140,0,14.86,14.86
285185,1,40,M,Y,N,H,P,Y,O,O,2,0,121673,0,30.52,30.52
312146,1,50,M,Y,N,F,M,Y,O,O,2,0,120881,0,18.61,18.61
276424,2,44,F,Y,N,F,P,Y,O,O,4,0,121683,0,23.88,23.88
292627,2,51,M,Y,N,F,P,Y,O,O,2,0,122102,0,25.46,25.46
292742,1,36,F,Y,N,F,S,N,O,O,2,0,121692,0,28.83,28.83
313628,2,53,F,Y,N,F,M,Y,O,N,0,0,0,0,11.3,0
224791,3,19,M,Y,N,P,S,Y,O,O,0,0,120070,0,17.1,17.1
351057,2,56,F,Y,N,F,G,N,O,O,2,0,121448,0,33.78,33.78
701131,2,30,M,Y,N,F,S,Y,O,O,2,0,120070,0,15.33,15.33
701267,1,52,F,Y,N,F,G,Y,O,O,5,0,121847,0,21.38,21.38
345958,2,38,F,Y,N,F,P,Y,O,Y,2,0,120941,0,18.36,18.36
506237,1,31,M,Y,N,F,P,Y,O,O,2,0,121082,0,19.55,19.55
587806,2,54,F,Y,N,F,M,Y,O,O,2,0,121518,0,13.68,13.68
613621,1,57,F,Y,N,F,M,Y,O,O,3,0,121518,0,17.22,17.22
341140,2,54,M,Y,N,F,P,Y,O,N,0,0,120364,0,43.92,43.92
356520,2,53,M,Y,N,F,G,Y,O,O,4,0,122108,0,20.84,20.84
671401,1,47,M,Y,N,F,P,Y,O,O,3,0,120384,0,90.21,90.21
822284,1,37,F,Y,N,H,M,9,O,O,5,0,120877,0,37.65,37.65
822284,2,41,M,Y,N,F,M,Y,O,O,13,0,120339,0,37.65,37.65
671851,2,51,M,Y,N,F,P,N,O,O,2,0,121277,0,44.63,44.63
228368,1,48,F,Y,N,F,P,Y,O,O,6,0,120023,0,22.8,22.8
845525,1,38,M,Y,N,F,P,Y,O,O,6,0,121862,0,13.31,13.31
679898,2,35,M,Y,O,F,P,N,O,O,4,0,120017,0,14.18,14.18
666051,1,52,M,Y,N,F,P,N,O,O,2,0,120017,0,12.55,12.55
758711,2,28,M,Y,N,F,P,Y,O,O,2,0,121610,0,42.87,42.87
716851,1,40,M,Y,N,F,G,Y,O,O,2,0,0,0,32.37,0
324836,1,39,F,Y,N,F,M,Y,O,O,2,0,0,0,31.3,0
230812,1,32,M,Y,O,F,S,Y,O,O,7,0,122008,0,14.85,14.85
148866,2,37,F,Y,N,P,P,N,O,O,4,0,121034,0,15.08,15.08
361036,2,62,F,Y,P,F,S,Y,O,O,2,0,121177,0,34.89,34.89
362021,1,63,F,Y,N,P,S,Y,O,O,2,0,121657,0,15.46,15.46
486129,1,52,M,Y,N,F,P,N,O,O,6,0,120017,0,23.36,23.36
341214,1,45,M,Y,N,F,M,Y,O,O,2,0,121315,0,17.87,17.87
220938,1,52,M,Y,N,F,S,Y,O,O,4,0,0,0,91.64,0
421934,1,36,F,Y,P,F,P,N,O,O,2,0,121583,0,17.72,17.72
4483624,1,60,M,Y,N,H,P,9,O,O,0,0,122136,0,14.56,14.56
252641,3,23,M,N,O,P,G,N,O,O,4,3,120889,0,28.52,28.52
826726,1,31,F,Y,O,F,P,Y,O,O,3,0,121125,0,27.44,27.44
859463,2,29,M,Y,N,F,P,N,O,O,2,0,121159,0,20.59,20.59
236209,2,66,F,Y,N,F,G,Y,O,O,2,0,120941,0,5.69,5.69
484961,2,33,M,Y,N,F,M,Y,O,O,3,0,0,0,17.36,0
859409,1,45,M,Y,N,F,P,Y,O,O,2,0,0,0,19,0
